,MARVELD1_10,NEFH_3,NEFH_21,ARL5B_29,EIF2S2_15,MARVELD1_5,SCAF8_24,ARL5B_52,SCAF8_16,SCAF8_29,SCAF8_34,SCAF8_33,EIF2S2_16,ARL5B_9,ARL5B_15,MARVELD1_12,SCAF8_11,NEFH_8,NEFH_18,SCAF8_32,SCAF8_31,NEFH_25,SCAF8_41,ARL5B_11,SCAF8_6,GHITM_2,NEFH_24,NEFH_29,ARL5B_2,SCAF8_22,ARL5B_50,ARL5B_7,NEFH_4,SCAF8_7,SCAF8_4,ARL5B_18,ARL5B_20,NEFH_13,EIF2S2_4,ARL5B_19,EIF2S2_13,NEFH_7,SCAF8_21,MARVELD1_25,EIF2S2_19,ARL5B_38,NEFH_14,ARL5B_31,ARL5B_16,EIF2S2_7,NEFH_6,ARL5B_36,ARL5B_10,NEFH_17,EIF2S2_20,MARVELD1_20,NEFH_9,NEFH_16,NEFH_11,ARL5B_5,EIF2S2_9,MARVELD1_8,ARL5B_21,ARL5B_43,ARL5B_46,NEFH_5,ARL5B_34,ARL5B_41,EIF2S2_12,ARL5B_22,ARL5B_35,MARVELD1_3,ARL5B_14,NEFH_20,MARVELD1_18,MARVELD1_13,GHITM_18,SCAF8_8,ARL5B_47,MARVELD1_22,SCAF8_36,SCAF8_26,EIF2S2_14,MARVELD1_26,SCAF8_10,EIF2S2_5,SCAF8_44,SCAF8_3,ARL5B_24,GHITM_9,SCAF8_17,GHITM_4,EIF2S2_21,SCAF8_1,ARL5B_25,EIF2S2_11,SCAF8_18,ARL5B_42,GHITM_17,MARVELD1_19,NEFH_26,GHITM_1,MARVELD1_21,ARL5B_48,SCAF8_14,ARL5B_53,MARVELD1_9,NEFH_28,ARL5B_51,GHITM_8,MARVELD1_27,MARVELD1_15,ARL5B_44,EIF2S2_18,MARVELD1_24,SCAF8_30,SCAF8_38,SCAF8_43,GHITM_16,ARL5B_37,MARVELD1_2,MARVELD1_7,EIF2S2_1,ARL5B_39,NEFH_1,SCAF8_25,EIF2S2_3,GHITM_12,SCAF8_19,EIF2S2_24,EIF2S2_6,SCAF8_9,GHITM_19,ARL5B_4,SCAF8_39,ARL5B_3,SCAF8_35,NEFH_23,EIF2S2_22,SCAF8_42,GHITM_7,ARL5B_1,NEFH_31,ARL5B_28,SCAF8_13,SCAF8_23,ARL5B_33,NEFH_30,GHITM_11,EIF2S2_10,NEFH_12,GHITM_14,SCAF8_27,NEFH_22,GHITM_3,NEFH_2,ARL5B_27,SCAF8_15,NEFH_27,NEFH_10,EIF2S2_23,ARL5B_12,MARVELD1_6,NEFH_15,GHITM_5,MARVELD1_1,ARL5B_26,ARL5B_45,ARL5B_23,ARL5B_32,EIF2S2_8,GHITM_13,MARVELD1_11,ARL5B_40,GHITM_10,SCAF8_40,ARL5B_49,MARVELD1_23,ARL5B_17,EIF2S2_2,ARL5B_8,SCAF8_2,MARVELD1_17,GHITM_15,ARL5B_13,MARVELD1_14,SCAF8_20,GHITM_20,ARL5B_30,MARVELD1_16,MARVELD1_4,ARL5B_6,NEFH_19,GHITM_6,SCAF8_37,SCAF8_5,EIF2S2_17,SCAF8_28,SCAF8_12,cell
197,3,16,1,8,1,1,3,4,9,4,3,7,11,7,5,4,5,1,0,4,5,0,1,0,6,19,2,0,5,3,7,6,0,5,9,11,4,2,1,3,0,0,5,2,0,0,0,3,5,4,12,3,6,54,21,3,0,0,0,4,2,5,1,4,5,2,0,4,19,4,7,3,5,0,5,4,8,6,3,2,4,76,28,3,11,20,5,6,1,0,2,12,1,3,6,2,6,1,0,5,0,4,5,0,8,1,7,1,5,16,21,4,2,24,6,5,4,4,21,5,1,1,0,5,0,9,2,9,6,21,0,6,0,2,10,0,9,0,27,4,9,5,4,2,9,2,1,0,25,24,1,10,6,0,9,0,0,1,3,1,37,1,0,0,22,1,3,6,6,3,3,15,4,2,8,8,3,0,9,0,1,3,5,11,17,4,15,11,4,2,3,3,0,17,7,5,21,5,5,H7G2E4
198,0,2,0,3,0,0,3,3,0,0,2,1,2,2,1,0,2,1,0,1,0,0,2,2,0,3,0,0,2,0,0,0,0,3,1,0,2,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,1,0,3,1,0,0,0,3,0,0,1,1,2,0,2,0,6,0,2,0,1,1,1,3,5,2,0,0,0,1,7,0,6,11,0,1,1,0,0,5,0,1,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,4,4,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,2,2,4,0,2,0,0,2,2,2,0,3,0,4,2,0,0,2,0,0,0,4,8,0,4,0,0,0,0,0,0,2,0,6,2,0,0,4,0,0,1,0,5,1,0,0,2,2,0,1,0,2,0,2,0,1,3,1,0,1,10,0,0,0,1,0,2,3,0,7,0,2,C11D4C4
199,18,23,1,37,12,5,25,13,29,24,14,28,161,22,23,24,23,3,0,38,20,0,29,26,26,92,0,0,26,30,16,11,1,11,34,29,68,19,7,19,2,1,10,25,12,15,4,13,19,5,4,19,28,19,173,21,0,0,4,30,9,19,15,19,26,0,27,9,93,15,24,29,18,1,17,12,73,27,17,8,21,39,138,18,40,127,15,29,14,0,28,110,6,28,30,8,14,26,3,30,2,67,20,10,26,24,23,7,14,130,225,12,13,130,19,21,12,19,83,34,19,11,8,5,0,22,4,66,25,166,2,27,2,31,40,9,31,4,126,24,95,50,12,19,25,23,17,2,124,163,2,84,38,5,54,3,21,21,6,4,206,17,5,2,95,10,7,34,5,18,17,72,24,20,69,21,10,7,32,6,20,23,40,56,45,17,21,124,13,21,15,22,4,141,22,26,147,19,36,D12D2B4
200,1,1,0,4,2,0,11,5,6,4,8,8,28,6,2,4,5,3,0,7,6,0,10,6,10,14,3,0,3,6,2,6,0,2,2,4,10,2,4,4,2,1,3,2,5,7,0,7,6,0,2,2,5,10,25,3,0,0,0,6,5,0,3,3,9,0,5,3,23,0,2,1,2,0,1,4,9,11,1,0,5,9,25,3,11,36,13,8,2,0,12,21,0,8,6,1,3,6,1,47,0,19,1,6,4,3,1,0,1,14,15,3,6,28,1,6,6,2,16,4,9,0,8,1,11,23,0,13,8,26,1,12,8,8,19,0,9,1,20,6,17,3,11,4,4,1,13,2,13,37,0,11,10,1,14,8,1,2,0,0,37,3,2,0,12,1,0,5,9,4,9,12,0,6,6,7,11,1,3,6,5,6,3,10,15,4,9,10,2,2,4,3,1,23,8,10,35,3,12,D10B4G4
201,7,4,1,15,4,0,16,13,12,13,14,9,41,9,6,1,12,1,0,9,7,0,14,7,14,31,1,0,4,13,7,11,1,8,19,16,9,6,1,16,0,0,12,1,5,5,1,5,17,1,0,7,11,38,58,5,0,0,0,7,6,2,7,13,17,1,4,5,55,10,9,2,4,0,6,3,19,12,7,1,9,19,41,9,14,52,9,11,12,0,21,28,3,10,4,2,2,5,0,4,0,18,0,7,15,7,12,1,2,33,10,1,5,40,7,7,8,11,23,12,5,4,0,5,0,11,2,15,21,45,2,11,0,9,20,4,16,0,46,14,23,6,3,8,16,6,8,1,29,52,0,17,14,2,7,0,6,6,1,0,69,8,1,0,26,5,4,6,14,8,13,19,1,4,22,13,1,2,18,3,6,8,4,23,17,6,14,33,5,3,1,8,0,27,12,11,57,9,16,G12B3B4
202,8,9,2,7,0,2,9,12,13,10,10,12,46,8,6,8,17,1,0,10,18,0,9,8,17,42,0,0,7,11,9,5,0,10,12,18,12,7,6,10,1,0,10,2,5,3,2,5,8,0,4,7,6,7,60,6,1,0,0,15,1,6,12,9,5,2,10,5,64,9,8,5,8,0,8,5,26,11,5,1,10,19,49,9,13,47,9,14,8,1,12,48,4,9,7,0,6,9,3,5,0,28,3,3,12,11,6,1,3,47,21,2,5,63,8,7,7,9,34,5,7,3,5,4,1,22,3,29,8,81,1,13,2,9,12,2,66,0,48,10,36,6,8,5,7,10,13,0,58,59,0,25,12,1,17,0,14,4,3,0,85,6,2,0,40,4,3,18,5,9,1,24,10,11,29,10,7,2,10,3,7,11,4,30,20,11,9,55,6,4,4,18,0,35,8,9,77,9,13,F10B4F4
203,1,0,0,0,0,0,0,0,1,2,1,2,6,3,1,3,0,1,0,0,0,0,4,1,2,2,0,0,1,3,0,1,0,0,5,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,12,1,0,0,0,1,0,3,2,0,1,0,1,0,5,0,0,1,0,0,1,1,2,0,0,0,1,6,3,1,3,5,2,1,3,0,0,3,0,2,3,0,0,2,5,3,0,1,0,1,0,2,0,0,0,2,2,1,1,5,0,0,2,6,3,4,2,3,0,0,0,14,0,5,0,9,0,1,0,2,6,2,0,0,3,1,1,5,0,0,0,1,1,0,3,8,0,0,0,0,5,0,3,0,0,0,7,3,0,0,0,0,0,1,5,1,2,5,3,0,1,3,1,0,1,0,2,3,1,3,3,0,0,4,0,2,0,3,4,3,0,1,5,5,2,B12F6H4
204,3,7,5,9,2,2,9,11,20,5,8,12,32,8,12,11,14,3,0,8,9,0,10,8,6,24,9,0,4,9,6,1,0,5,13,4,13,2,2,7,7,0,5,3,3,2,0,8,8,3,0,17,19,6,59,3,0,0,0,3,2,12,2,10,8,0,5,3,41,10,5,7,5,3,10,4,25,4,7,1,12,19,43,5,11,48,4,8,4,0,9,26,2,14,5,3,1,8,5,11,0,22,6,4,14,7,4,2,1,27,19,8,0,42,9,8,4,5,13,11,13,9,5,3,1,10,6,24,9,59,8,15,1,8,5,2,16,1,40,14,24,5,9,3,6,3,12,0,34,44,0,18,19,0,18,0,10,8,7,7,94,6,5,0,37,1,7,8,6,8,54,13,11,4,43,13,1,1,8,4,12,6,6,24,19,5,18,20,9,6,1,14,18,37,6,4,49,12,41,D7C4G4
205,5,11,7,33,5,7,25,15,30,14,26,44,69,17,12,9,25,3,0,12,19,0,16,19,31,68,1,0,5,25,11,20,3,19,27,24,22,17,4,23,2,2,12,14,6,9,2,17,15,4,0,23,19,20,115,11,2,3,12,24,2,5,11,11,29,2,18,18,71,11,19,11,18,0,9,10,57,17,19,4,18,34,101,13,22,102,11,19,12,1,26,76,5,19,24,3,8,11,5,3,0,49,5,9,19,9,13,5,9,74,61,5,10,95,15,32,23,17,55,15,10,10,8,3,0,21,5,39,29,146,4,19,1,19,20,6,37,1,89,18,61,20,7,12,16,9,19,3,85,124,0,46,14,1,27,0,12,6,2,3,156,14,7,0,84,2,5,20,9,20,10,61,10,13,51,20,15,1,16,6,11,18,17,60,107,20,20,83,5,13,9,16,0,79,17,11,112,25,19,H12E6A4
206,3,5,6,1,2,0,4,0,5,2,3,5,13,3,1,1,4,1,0,3,0,0,2,6,0,12,1,0,0,2,3,2,0,0,3,2,15,2,0,2,0,0,0,0,4,0,0,1,0,2,0,2,4,7,16,0,0,0,12,1,1,3,0,2,4,0,3,0,6,2,3,0,1,0,1,1,4,2,3,3,2,9,12,0,6,17,6,1,4,0,3,4,1,2,0,0,2,3,0,1,0,7,3,2,6,2,1,2,2,8,10,1,3,11,0,0,0,4,7,4,4,0,0,3,0,8,0,16,2,15,1,3,0,0,7,3,2,1,17,14,11,7,5,1,0,5,0,0,6,4,1,3,4,0,3,0,0,4,1,0,20,6,0,0,6,0,2,3,3,6,5,5,2,0,3,3,1,0,3,1,3,3,3,3,17,2,3,14,2,4,3,5,0,14,4,0,30,1,0,G11D3D4
207,0,0,0,4,0,1,3,1,3,9,2,7,9,6,1,0,4,1,0,5,1,0,5,3,2,7,0,0,2,4,1,2,0,2,4,3,4,0,1,2,3,0,2,2,0,0,0,5,1,0,0,5,3,6,9,1,0,0,0,1,0,2,3,2,1,0,1,0,8,1,3,1,5,0,0,0,9,3,0,0,1,6,14,1,5,11,3,2,1,0,5,11,1,0,3,2,6,1,0,2,0,7,0,1,4,2,0,0,0,12,7,0,0,18,0,8,3,0,9,3,0,0,0,0,0,1,0,9,5,14,0,7,0,3,4,2,5,0,11,4,6,3,1,1,3,1,4,0,10,18,0,4,5,0,7,0,1,1,0,0,15,5,1,0,12,2,1,9,0,2,2,11,3,2,9,4,1,0,2,0,5,4,2,8,3,0,3,11,0,0,3,2,0,7,1,9,12,3,1,A8A6H4
208,7,20,0,44,7,1,14,7,10,9,8,11,27,13,12,4,6,2,0,14,9,0,17,7,11,32,0,0,4,2,4,7,2,3,5,4,23,1,4,8,2,0,3,4,4,5,0,7,10,4,0,5,12,11,59,3,0,0,0,6,2,4,4,5,8,2,7,7,26,8,5,4,4,0,8,6,28,8,3,3,11,11,28,16,7,35,11,8,9,2,11,26,3,8,14,1,2,12,1,19,0,9,0,7,13,4,6,1,4,42,84,8,6,30,3,5,6,8,24,11,4,6,6,4,0,11,3,17,9,45,2,9,0,4,17,7,7,0,39,7,23,5,10,8,7,9,4,0,39,48,0,22,11,24,9,0,4,9,1,1,43,8,2,2,34,1,6,15,13,10,6,26,5,11,17,2,2,0,9,1,8,6,10,29,12,3,12,27,5,3,4,12,2,23,9,6,47,1,10,A10G6B4
209,5,4,0,7,0,0,6,2,6,4,7,7,21,4,7,2,10,2,0,4,4,0,4,5,1,14,0,0,3,5,0,5,0,0,6,5,4,3,0,5,1,0,3,6,0,4,0,4,10,1,0,5,7,2,19,3,0,0,0,2,0,7,2,0,6,0,4,4,16,3,9,4,9,0,3,2,10,3,5,0,6,9,17,4,4,12,1,0,4,0,1,14,1,6,3,0,2,4,4,2,0,12,1,5,8,4,3,0,3,20,4,6,0,33,4,8,5,4,7,9,4,1,2,0,0,7,2,7,9,23,2,5,1,6,9,3,6,0,22,0,8,9,2,1,3,4,5,0,7,26,0,9,3,0,10,0,5,4,1,0,29,14,0,0,13,0,0,2,5,3,3,7,5,6,5,6,3,0,5,2,2,8,2,13,5,4,0,15,8,2,1,13,1,17,11,3,30,3,2,F7D1C4
210,4,11,23,12,4,3,6,3,39,7,10,12,58,8,12,7,12,4,0,17,10,0,15,18,7,39,3,0,9,19,8,9,2,12,7,9,17,14,2,6,3,0,1,11,2,9,3,7,8,0,3,3,18,87,73,10,0,1,5,19,7,14,5,10,10,1,10,8,72,4,11,2,10,0,12,10,39,15,1,3,21,25,47,16,11,55,14,10,11,1,17,48,47,6,7,3,6,9,0,5,0,30,3,5,11,10,12,4,2,48,44,2,8,79,6,13,19,7,29,9,9,1,6,7,0,20,5,27,16,72,0,18,5,12,20,6,22,0,56,11,41,29,11,15,15,6,4,0,25,50,5,25,17,0,25,4,6,8,4,2,94,11,6,0,49,4,7,17,9,11,20,29,6,8,25,14,2,3,13,4,7,6,10,29,57,9,14,27,15,7,6,7,4,43,18,8,66,15,15,C9E5H4
211,0,3,0,6,5,0,9,3,3,4,3,2,11,9,3,1,1,1,0,2,2,0,5,3,2,4,1,0,5,9,2,5,0,1,4,3,2,5,0,1,1,0,2,0,1,3,0,4,2,0,0,3,6,5,24,2,0,0,0,3,3,1,5,4,6,1,4,2,19,2,0,1,4,1,0,4,6,6,4,1,1,4,15,2,13,22,2,0,9,0,4,12,3,2,4,2,0,4,1,12,0,9,1,2,2,0,6,0,4,27,13,3,2,17,4,2,3,2,14,9,3,0,2,1,0,12,1,8,2,17,0,6,1,1,2,0,4,2,14,5,16,8,5,7,1,1,6,0,12,20,0,7,2,0,10,5,3,3,0,2,35,3,0,0,13,3,1,4,1,0,6,8,6,2,6,1,3,0,3,2,4,4,4,7,11,2,1,17,2,2,1,4,0,10,3,1,21,1,6,H11F2F4
212,9,9,2,15,3,3,20,8,19,7,14,14,51,10,16,5,10,3,0,23,10,2,13,2,15,39,1,0,6,22,5,2,0,12,12,6,10,11,2,13,1,1,5,3,3,5,2,6,15,0,9,12,8,87,78,4,1,0,0,14,5,6,11,5,12,1,7,3,53,9,6,6,2,0,5,5,42,14,6,1,19,64,58,4,21,55,5,7,1,1,28,40,2,12,13,3,3,5,2,7,0,30,8,3,11,5,6,0,2,57,53,9,9,55,3,10,6,8,30,16,9,6,7,4,1,22,3,24,7,84,2,17,0,8,21,6,18,0,71,10,41,20,10,12,10,8,8,0,45,80,1,27,15,0,15,0,2,13,4,1,102,8,4,0,54,1,1,16,10,9,5,29,1,6,28,18,4,2,12,4,10,17,8,27,16,6,13,43,7,1,4,8,0,45,13,11,71,15,16,A8B2E4
213,7,1,2,4,0,1,14,1,9,8,2,5,19,6,1,7,9,2,1,6,4,0,4,8,5,14,0,0,2,2,4,1,0,4,10,6,4,2,2,3,1,1,0,1,4,1,2,1,1,4,0,1,2,7,21,4,0,0,0,2,1,4,2,1,4,1,5,3,26,1,6,3,3,0,3,2,9,2,5,3,4,10,15,5,7,21,4,8,4,0,2,21,2,3,3,1,0,2,2,4,0,17,2,3,6,2,4,0,2,20,23,2,4,21,2,5,5,3,19,3,4,4,0,2,0,5,0,13,3,34,3,10,0,0,7,0,131,0,18,11,17,6,5,3,5,4,3,0,24,26,0,9,5,0,12,0,0,4,1,1,39,6,2,0,18,1,0,3,3,4,2,11,9,2,8,14,2,1,5,3,2,5,5,9,1,3,8,10,5,5,3,6,0,20,7,3,38,8,6,F10E3F4
214,3,2,1,10,3,1,11,9,4,7,11,6,36,1,4,4,10,1,0,6,3,0,9,7,15,33,0,0,3,10,1,6,2,10,8,5,4,2,2,4,0,0,6,6,2,3,0,2,7,0,0,6,5,4,37,4,0,0,0,4,3,1,1,3,8,1,4,8,37,6,4,4,6,0,6,1,10,4,4,2,8,20,42,10,13,41,4,2,4,0,7,11,0,6,6,2,2,2,1,7,0,13,2,4,10,4,4,4,7,20,15,3,3,34,6,7,6,6,14,11,5,9,4,0,0,5,2,13,7,52,2,19,2,8,11,4,20,0,33,11,10,0,4,3,13,3,6,1,15,42,1,10,5,0,8,0,2,2,2,4,50,5,1,0,15,4,3,7,2,4,4,10,4,2,11,12,2,0,6,0,4,9,11,9,7,1,11,19,2,1,2,6,4,20,1,3,29,8,19,A7G2H4
215,2,6,0,3,2,0,8,0,5,4,7,3,25,3,2,4,2,0,0,3,4,0,3,5,2,10,0,0,2,6,3,10,0,1,4,4,0,3,1,1,1,1,1,0,2,2,0,1,3,2,0,0,2,1,16,5,0,0,2,8,0,0,0,2,4,3,9,2,13,1,2,0,0,1,7,2,10,3,1,0,5,5,18,7,4,12,4,1,2,0,7,12,0,4,2,3,1,5,0,1,0,1,0,3,1,4,2,0,0,7,8,0,0,18,2,0,2,3,9,3,2,1,1,2,0,7,2,4,3,12,2,6,0,6,2,0,5,0,12,10,16,8,2,3,4,1,4,0,17,13,0,9,6,0,7,0,2,1,0,1,20,3,5,0,12,0,1,2,2,4,5,9,2,3,12,2,3,1,4,0,2,5,4,9,23,3,5,10,4,2,0,5,2,16,1,1,32,1,2,E7F2B4
216,1,0,0,0,0,0,1,2,5,4,0,3,3,0,0,1,1,0,0,3,2,0,0,1,2,4,0,0,0,1,1,3,0,2,4,1,2,1,1,1,0,1,3,0,0,0,0,0,1,0,0,1,2,2,5,0,0,0,0,1,1,0,1,2,3,0,2,0,8,1,2,0,2,0,1,0,0,3,3,0,1,1,2,2,3,4,2,1,1,0,3,4,0,1,0,2,0,1,0,2,1,5,0,0,4,3,0,0,0,8,7,2,1,2,2,4,1,0,4,3,0,2,1,0,0,4,0,2,4,4,0,6,0,1,2,0,4,0,2,5,4,1,2,0,0,0,3,0,4,7,0,4,4,0,2,0,0,1,0,1,3,1,1,0,3,0,0,0,0,3,0,1,0,0,0,2,0,0,1,1,1,2,1,1,4,1,4,5,1,0,0,2,0,3,1,1,2,0,5,E10A3E4
217,0,1,0,0,0,2,0,1,1,3,1,0,7,0,0,2,1,0,0,0,2,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,1,0,0,2,5,9,1,0,0,0,0,1,0,0,2,3,0,0,0,6,1,0,0,3,0,1,0,4,0,1,0,0,6,10,0,0,11,1,0,1,0,3,6,1,2,2,0,0,1,0,2,0,1,0,1,1,1,0,0,0,2,3,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,6,0,1,0,0,1,0,1,0,2,2,2,0,0,0,2,0,0,0,1,12,0,4,3,0,2,0,1,2,0,0,9,1,0,0,2,0,0,1,1,0,0,2,0,0,4,2,0,0,2,0,2,2,2,3,0,1,0,2,0,0,0,1,0,1,0,0,7,0,1,H7F4G4
218,1,1,0,1,0,1,2,1,3,3,3,2,4,0,1,1,5,0,0,4,5,0,6,0,4,13,0,0,0,4,1,0,0,1,3,0,3,2,0,2,0,0,1,0,0,1,0,1,2,0,4,1,2,1,8,3,0,0,0,0,1,1,0,0,1,0,3,0,9,1,0,2,1,0,1,0,7,2,0,0,0,8,17,1,0,19,2,2,2,0,0,8,0,4,0,0,6,1,0,0,0,5,0,0,3,1,1,2,1,17,5,0,0,16,3,0,2,0,7,0,1,1,0,1,0,8,0,3,1,13,0,3,0,0,1,0,3,1,9,1,9,1,0,2,3,1,0,0,13,11,0,7,2,0,4,0,1,1,0,1,19,0,0,0,9,1,4,1,2,1,0,3,0,1,6,3,1,0,2,1,3,2,6,4,0,4,2,11,0,0,4,1,0,14,1,3,11,3,1,C12F2F4
219,2,2,0,1,0,0,4,0,9,3,1,2,9,1,1,1,4,0,0,3,0,0,5,0,1,6,0,0,1,3,2,2,0,3,4,2,1,3,0,2,1,0,1,2,0,0,0,1,3,1,0,2,0,4,9,2,0,1,0,1,1,1,0,0,3,0,1,0,13,0,1,0,2,0,2,3,2,3,2,0,3,12,10,1,5,8,5,1,1,0,4,3,2,1,1,1,2,0,0,0,0,13,0,0,1,2,2,0,2,13,7,1,0,19,0,0,3,2,9,1,1,3,0,1,0,2,1,1,1,14,0,7,0,6,3,1,1,0,9,4,7,0,2,1,2,1,1,0,8,9,0,5,1,0,1,1,0,0,0,0,19,1,0,0,4,0,0,2,3,0,4,7,1,2,2,3,1,0,0,0,0,1,1,4,3,2,4,5,3,1,0,1,0,9,7,3,17,3,5,F12D2A4
220,1,4,2,6,1,0,7,8,13,4,7,7,22,8,5,1,4,2,0,2,7,0,3,6,7,26,0,0,5,7,4,6,2,6,8,15,5,12,0,2,1,2,7,0,4,8,2,12,6,1,0,7,15,7,24,2,0,1,0,9,2,1,6,5,9,0,7,4,20,4,4,1,3,0,4,3,9,3,4,1,4,19,17,0,8,18,2,6,7,0,7,35,1,4,5,0,2,11,0,2,0,27,1,7,4,3,2,4,4,30,12,1,6,22,3,5,7,2,15,10,2,0,2,1,0,6,2,17,13,37,2,8,0,0,7,2,8,2,26,4,18,3,6,6,4,5,6,0,29,30,0,22,5,0,13,0,6,1,35,4,43,6,0,0,22,1,2,11,7,12,1,19,2,4,17,12,4,0,8,0,4,8,6,11,13,4,3,22,3,2,1,13,0,19,8,2,29,10,13,G9E4D4
221,1,0,1,1,0,1,1,2,1,1,1,1,3,2,2,0,0,0,0,1,3,0,2,4,3,2,0,0,1,0,0,3,0,2,2,2,4,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,3,8,0,0,0,0,1,0,0,1,3,0,0,0,0,7,0,0,1,1,0,1,1,1,1,0,1,1,2,9,1,0,3,0,1,0,0,0,8,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,7,0,0,7,0,0,0,0,5,1,2,0,0,0,0,0,0,2,5,5,0,0,0,1,1,0,2,0,4,2,2,0,2,0,0,0,1,0,4,4,0,2,1,0,0,0,0,1,1,0,8,3,0,0,5,1,0,0,0,4,0,3,0,0,0,2,0,0,1,0,1,0,1,3,2,0,0,2,0,0,1,0,0,3,0,1,4,0,2,H11C6G4
222,2,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,2,1,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,3,1,1,7,0,0,0,0,1,0,0,2,2,3,0,0,1,12,1,2,0,1,0,0,0,4,2,0,0,0,1,10,0,1,9,0,0,2,0,0,5,0,1,2,0,0,1,0,2,0,2,0,1,0,3,1,2,0,5,9,0,0,7,0,0,0,0,1,0,1,1,0,2,0,6,0,1,0,7,0,0,1,1,0,0,0,0,6,4,2,0,2,0,0,2,2,0,3,5,0,0,3,0,0,0,0,0,1,0,8,0,1,0,3,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,3,0,0,2,2,0,0,0,0,3,2,0,7,0,1,D10H2A4
223,5,6,1,1,6,2,1,3,6,6,7,5,22,8,2,4,6,1,0,5,6,0,2,5,9,19,4,0,0,6,0,2,0,9,5,7,7,5,1,5,0,1,3,1,0,4,0,5,5,1,1,4,8,7,34,5,0,0,0,2,4,3,1,0,14,0,9,7,33,4,6,0,4,0,9,6,19,4,8,8,5,14,30,7,7,18,4,6,7,0,7,24,0,7,4,1,4,1,0,64,0,14,3,4,3,12,3,2,2,22,18,5,6,49,4,5,7,1,30,8,9,6,10,0,3,35,4,16,2,32,1,17,6,4,7,2,6,4,12,5,24,4,6,1,11,2,14,0,25,29,1,17,13,2,12,12,3,6,3,3,40,4,2,0,17,2,0,4,2,4,7,14,2,4,20,4,10,1,4,9,4,6,6,19,8,8,6,33,5,8,6,5,1,24,6,4,48,5,10,D10C2G4
224,2,1,0,1,0,0,4,2,3,4,3,5,13,4,0,1,2,1,0,4,2,0,0,2,1,6,0,0,3,5,0,1,0,2,3,1,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,6,10,1,0,0,0,3,0,1,5,1,5,1,4,0,6,2,0,1,2,1,1,3,1,1,1,0,3,8,9,3,3,6,3,4,0,0,1,10,0,2,4,0,1,2,0,6,0,5,0,0,3,5,1,0,2,2,11,1,0,13,2,1,0,0,4,3,7,3,0,1,0,4,0,2,3,5,2,1,1,2,3,1,3,1,12,4,3,1,2,2,5,0,2,0,2,11,0,1,2,0,4,0,1,2,0,1,4,0,1,0,6,0,1,1,1,0,2,4,0,2,0,0,2,0,5,0,2,3,2,2,3,2,7,7,0,0,1,3,0,7,3,1,14,6,6,D10C1E4
225,2,6,1,5,0,0,3,2,17,6,2,3,26,6,2,4,5,0,0,3,1,0,1,4,4,16,0,0,3,2,4,2,1,7,7,6,2,3,0,3,0,0,2,0,3,2,0,5,7,1,2,2,10,1,25,2,0,0,0,7,0,3,2,1,3,0,2,5,28,3,6,0,6,0,5,1,8,2,5,0,6,5,24,7,11,13,4,7,5,1,9,11,1,6,4,0,4,2,1,2,0,19,2,4,7,1,2,0,2,14,80,0,1,14,2,2,4,3,8,4,3,1,0,0,1,10,0,7,11,21,2,7,0,6,1,2,6,0,25,2,16,1,1,5,5,3,5,0,15,28,0,14,9,0,6,0,5,4,4,3,31,5,1,0,14,2,1,1,2,8,7,8,2,3,5,3,0,0,1,1,2,0,3,14,8,1,1,12,0,1,1,2,2,20,1,8,30,9,3,H8G6A4
226,1,2,0,5,6,0,4,3,6,3,6,1,20,6,6,1,12,2,0,5,6,0,7,5,16,22,2,0,7,12,6,6,0,5,5,8,8,6,1,1,0,7,1,0,1,2,0,9,1,0,0,2,4,8,26,1,0,0,0,4,23,0,8,2,5,1,10,2,23,4,8,2,2,0,3,1,11,12,6,1,8,9,20,3,15,30,5,2,5,0,6,13,1,5,5,0,4,6,0,3,0,8,0,4,5,5,2,0,3,24,13,1,4,25,4,8,5,9,20,3,5,1,2,5,0,32,1,12,3,36,1,20,12,8,4,0,12,1,37,9,29,9,1,3,6,6,8,0,24,45,0,18,13,1,12,5,6,4,0,0,47,6,8,0,18,0,4,10,5,7,2,12,5,8,42,1,3,0,5,3,3,2,7,22,10,0,7,26,4,5,1,3,0,29,1,4,31,6,8,B11F1B4
