,MARVELD1_10,NEFH_3,NEFH_21,ARL5B_29,EIF2S2_15,MARVELD1_5,SCAF8_24,ARL5B_52,SCAF8_16,SCAF8_29,SCAF8_34,SCAF8_33,EIF2S2_16,ARL5B_9,ARL5B_15,MARVELD1_12,SCAF8_11,NEFH_8,NEFH_18,SCAF8_32,SCAF8_31,NEFH_25,SCAF8_41,ARL5B_11,SCAF8_6,GHITM_2,NEFH_24,NEFH_29,ARL5B_2,SCAF8_22,ARL5B_50,ARL5B_7,NEFH_4,SCAF8_7,SCAF8_4,ARL5B_18,ARL5B_20,NEFH_13,EIF2S2_4,ARL5B_19,EIF2S2_13,NEFH_7,SCAF8_21,MARVELD1_25,EIF2S2_19,ARL5B_38,NEFH_14,ARL5B_31,ARL5B_16,EIF2S2_7,NEFH_6,ARL5B_36,ARL5B_10,NEFH_17,EIF2S2_20,MARVELD1_20,NEFH_9,NEFH_16,NEFH_11,ARL5B_5,EIF2S2_9,MARVELD1_8,ARL5B_21,ARL5B_43,ARL5B_46,NEFH_5,ARL5B_34,ARL5B_41,EIF2S2_12,ARL5B_22,ARL5B_35,MARVELD1_3,ARL5B_14,NEFH_20,MARVELD1_18,MARVELD1_13,GHITM_18,SCAF8_8,ARL5B_47,MARVELD1_22,SCAF8_36,SCAF8_26,EIF2S2_14,MARVELD1_26,SCAF8_10,EIF2S2_5,SCAF8_44,SCAF8_3,ARL5B_24,GHITM_9,SCAF8_17,GHITM_4,EIF2S2_21,SCAF8_1,ARL5B_25,EIF2S2_11,SCAF8_18,ARL5B_42,GHITM_17,MARVELD1_19,NEFH_26,GHITM_1,MARVELD1_21,ARL5B_48,SCAF8_14,ARL5B_53,MARVELD1_9,NEFH_28,ARL5B_51,GHITM_8,MARVELD1_27,MARVELD1_15,ARL5B_44,EIF2S2_18,MARVELD1_24,SCAF8_30,SCAF8_38,SCAF8_43,GHITM_16,ARL5B_37,MARVELD1_2,MARVELD1_7,EIF2S2_1,ARL5B_39,NEFH_1,SCAF8_25,EIF2S2_3,GHITM_12,SCAF8_19,EIF2S2_24,EIF2S2_6,SCAF8_9,GHITM_19,ARL5B_4,SCAF8_39,ARL5B_3,SCAF8_35,NEFH_23,EIF2S2_22,SCAF8_42,GHITM_7,ARL5B_1,NEFH_31,ARL5B_28,SCAF8_13,SCAF8_23,ARL5B_33,NEFH_30,GHITM_11,EIF2S2_10,NEFH_12,GHITM_14,SCAF8_27,NEFH_22,GHITM_3,NEFH_2,ARL5B_27,SCAF8_15,NEFH_27,NEFH_10,EIF2S2_23,ARL5B_12,MARVELD1_6,NEFH_15,GHITM_5,MARVELD1_1,ARL5B_26,ARL5B_45,ARL5B_23,ARL5B_32,EIF2S2_8,GHITM_13,MARVELD1_11,ARL5B_40,GHITM_10,SCAF8_40,ARL5B_49,MARVELD1_23,ARL5B_17,EIF2S2_2,ARL5B_8,SCAF8_2,MARVELD1_17,GHITM_15,ARL5B_13,MARVELD1_14,SCAF8_20,GHITM_20,ARL5B_30,MARVELD1_16,MARVELD1_4,ARL5B_6,NEFH_19,GHITM_6,SCAF8_37,SCAF8_5,EIF2S2_17,SCAF8_28,SCAF8_12,cell
227,1,0,0,6,0,0,2,11,7,5,8,7,16,11,2,0,7,1,0,5,5,0,4,3,5,12,0,0,2,10,4,6,1,1,12,1,5,3,2,3,0,0,3,4,0,3,0,0,0,0,0,2,5,3,18,2,0,0,0,2,0,1,4,2,7,1,2,2,15,1,1,0,1,0,4,0,4,3,4,0,7,8,20,6,4,17,3,5,2,0,6,12,0,4,1,2,3,2,0,0,0,4,0,0,4,1,1,0,0,14,4,3,2,19,2,5,3,6,8,2,1,1,0,0,0,7,1,6,4,21,0,4,0,0,10,0,6,0,18,5,8,3,1,0,9,1,3,0,11,28,0,6,6,0,7,0,2,2,0,0,23,5,0,0,13,1,2,3,0,4,0,8,1,3,4,7,1,0,4,1,3,4,1,11,13,2,2,7,2,1,0,5,1,7,8,2,21,10,6,C11D3C4
228,7,15,5,19,5,4,42,26,32,31,37,31,113,25,27,15,35,9,0,50,19,1,27,28,35,71,1,0,15,35,11,21,2,35,42,28,29,42,4,18,7,0,10,8,4,23,4,32,30,1,10,33,27,34,144,10,0,6,2,31,13,7,22,28,28,1,28,21,122,22,27,7,16,1,9,12,66,19,13,2,41,69,107,19,48,114,20,21,32,1,40,98,49,31,24,5,23,19,4,15,0,52,4,14,33,23,20,6,18,122,53,9,20,136,10,37,22,13,82,26,24,10,5,16,1,58,8,53,29,153,8,37,8,22,48,6,68,4,113,52,91,49,18,26,40,15,20,0,125,160,9,79,51,1,40,5,38,19,13,4,197,24,6,0,117,7,18,38,33,23,9,59,11,43,81,35,6,3,28,5,24,30,16,70,49,14,30,91,22,9,9,28,1,101,25,19,159,49,39,E8G2H4
229,0,0,2,0,0,0,1,0,2,1,0,2,6,0,0,1,1,1,0,1,2,0,2,1,6,4,0,0,0,1,0,3,0,1,2,2,0,4,1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,2,11,2,0,0,0,0,0,1,1,4,7,0,0,1,10,0,0,0,3,0,1,0,2,2,0,0,3,1,3,0,0,5,5,2,4,0,0,3,0,0,1,0,1,2,0,0,0,2,0,0,3,5,2,0,2,1,3,0,0,7,1,1,0,0,1,1,1,1,0,0,0,7,0,2,1,11,0,2,0,1,4,1,4,0,8,1,3,2,3,0,0,1,1,0,0,10,0,2,1,0,2,0,1,1,0,0,9,4,1,0,3,0,0,1,0,4,0,5,2,1,4,1,0,0,0,1,1,0,2,3,1,0,0,4,1,2,0,1,0,4,0,0,7,0,2,C7D4E4
230,10,19,2,12,7,1,27,21,42,17,10,27,68,10,14,9,34,2,0,26,11,0,16,19,26,52,0,0,9,28,9,12,8,16,21,23,23,12,5,22,4,0,15,4,10,11,6,15,13,1,5,13,14,11,112,7,0,0,12,14,7,9,11,14,15,6,13,13,69,15,12,6,19,0,8,18,36,25,16,21,15,37,72,13,19,76,10,10,9,1,31,77,5,10,11,2,15,12,0,10,1,43,6,11,33,11,19,7,12,82,25,7,13,77,9,22,14,14,58,10,16,16,5,6,0,41,3,44,22,86,14,16,4,11,36,5,41,0,66,37,66,10,5,15,20,18,8,0,76,81,0,42,21,3,37,1,14,25,11,1,141,20,9,0,68,4,10,19,20,17,7,32,6,20,43,24,5,4,16,1,21,15,12,47,24,16,15,52,15,11,5,33,0,67,18,14,66,17,20,G7G5F4
231,2,5,1,2,1,0,2,0,7,2,0,1,15,2,2,3,7,1,0,3,0,0,3,2,3,8,0,0,0,2,0,2,0,0,2,6,4,0,1,1,0,0,1,5,1,3,0,1,1,0,0,1,9,3,19,1,0,0,0,1,0,2,0,3,4,2,2,2,10,1,1,1,1,0,1,4,4,3,0,0,6,6,6,0,4,10,1,2,4,0,7,3,1,6,3,1,3,2,0,1,0,6,2,2,4,0,0,0,1,10,7,0,3,13,0,3,2,2,12,1,9,0,0,2,0,1,1,5,3,8,3,3,0,0,5,1,4,0,8,2,11,2,3,2,3,4,2,0,7,7,1,8,3,0,8,0,0,2,0,1,20,3,2,0,7,2,0,1,0,2,2,9,3,4,4,3,3,0,2,1,2,0,2,4,4,0,4,11,2,1,1,3,0,9,1,2,8,5,2,G7A3B4
232,2,1,0,5,1,1,5,7,10,8,4,6,22,3,4,3,5,0,0,8,3,0,7,5,5,28,0,0,5,3,1,6,0,2,3,8,10,5,0,6,0,0,2,1,2,8,0,5,4,1,2,9,5,3,37,2,0,0,0,6,0,3,4,2,4,0,4,4,32,8,3,0,5,0,3,1,11,2,6,0,7,5,31,4,4,15,7,1,7,0,4,29,0,7,5,0,4,1,1,1,0,26,2,5,8,6,0,1,0,21,25,1,4,27,0,5,6,3,15,8,5,1,4,0,0,5,1,14,3,30,1,4,0,2,6,5,7,0,25,4,15,8,0,6,7,4,3,0,21,26,0,9,4,0,4,0,4,1,1,1,38,6,0,0,24,1,1,8,4,8,2,10,2,4,12,2,3,0,8,0,3,4,2,22,9,0,2,28,1,1,0,8,2,25,5,4,42,5,3,H8B3F4
233,13,19,55,34,4,3,23,12,38,19,22,14,69,21,12,13,28,4,0,36,21,1,20,25,23,62,1,0,13,25,17,16,1,24,25,20,22,15,5,24,4,0,6,8,5,19,1,14,19,1,2,14,12,11,96,17,0,0,25,28,11,11,14,16,10,0,18,13,66,9,16,9,24,0,19,18,52,19,11,8,22,37,87,11,24,83,17,23,16,4,33,83,11,27,17,6,14,16,6,15,0,42,3,13,30,23,18,6,8,89,36,3,15,125,12,26,20,14,53,25,17,13,5,5,0,23,9,43,27,121,9,23,3,17,30,2,33,1,77,29,75,20,16,26,31,14,21,1,72,103,0,39,25,6,34,3,15,26,20,1,148,28,19,0,51,8,10,20,31,19,15,37,12,13,86,27,12,10,22,8,16,18,19,45,115,18,16,49,16,11,7,36,1,60,24,11,139,34,38,D11H1D4
234,9,22,1,29,3,3,35,16,28,28,22,21,76,10,26,12,23,6,0,29,11,0,23,21,27,56,1,0,11,39,9,18,1,15,30,29,24,12,2,14,4,1,16,8,4,14,1,19,15,5,4,10,9,11,90,9,0,0,1,12,7,3,7,9,21,3,11,16,70,11,8,4,9,1,18,8,34,21,9,3,25,39,77,9,25,91,10,10,17,3,37,48,2,19,12,10,21,19,5,14,0,36,3,3,30,15,8,4,5,66,30,2,16,87,9,35,20,13,36,21,11,10,5,8,0,24,6,25,26,109,3,34,2,17,41,7,22,2,90,26,43,16,8,19,20,15,14,0,55,116,2,38,34,1,23,1,16,17,9,2,106,9,11,0,57,9,11,23,17,23,5,24,5,13,56,10,8,1,13,8,13,22,21,47,28,8,22,57,9,5,4,18,1,57,21,13,121,17,20,F8C4C4
235,0,2,0,7,1,1,5,3,11,2,3,5,12,7,0,2,6,1,0,4,2,0,1,1,2,11,1,0,1,6,4,2,0,3,2,1,5,4,0,4,1,0,3,0,0,2,0,4,3,1,0,6,5,3,15,4,0,0,0,0,0,1,5,4,7,0,3,5,6,4,4,2,3,0,6,6,6,3,5,1,3,9,17,8,3,16,8,0,3,0,7,9,1,4,3,0,2,8,0,3,0,10,1,0,6,9,4,0,0,20,8,1,4,9,4,3,4,2,10,3,6,2,1,2,0,5,2,13,5,12,0,4,0,3,5,1,3,0,7,3,8,6,2,6,3,3,10,1,15,8,0,17,6,0,5,0,2,1,0,0,20,0,2,0,13,1,0,0,3,5,5,9,2,4,10,2,4,1,5,0,3,5,2,7,8,0,8,16,2,1,4,4,1,15,2,3,22,6,6,B12F4B4
236,2,6,0,1,0,0,4,0,1,7,1,3,8,1,1,0,2,1,0,4,2,0,2,2,5,7,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,2,3,1,0,0,0,1,2,0,0,0,2,3,14,2,0,0,0,0,0,1,0,0,2,0,3,0,6,0,2,0,2,0,0,0,3,4,0,0,2,5,4,4,1,4,1,1,4,0,2,2,0,1,4,0,0,1,0,0,0,5,3,1,1,0,1,0,0,11,7,0,0,5,1,0,1,1,27,1,2,1,0,3,0,1,0,2,8,10,1,3,0,5,2,0,9,1,1,2,1,3,1,1,3,1,1,0,6,7,0,7,1,0,1,1,1,5,5,0,15,0,0,0,2,1,0,2,0,1,1,3,0,1,3,1,1,0,0,3,1,1,3,4,2,2,1,5,0,0,0,0,0,13,2,0,13,2,4,B7E1A4
237,0,0,0,2,0,0,1,1,1,1,7,1,2,1,7,0,0,0,0,2,0,0,6,2,1,8,0,0,5,0,0,4,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,3,2,4,1,0,0,0,1,0,2,0,0,0,0,0,1,7,0,1,0,1,0,0,1,0,1,0,2,0,4,6,1,3,5,0,0,0,0,4,9,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,5,13,2,1,16,0,1,2,0,3,1,0,1,0,0,0,0,0,0,0,12,0,4,0,1,2,3,2,0,4,2,2,3,1,1,0,1,0,0,3,6,0,6,0,0,1,0,3,0,2,0,6,1,0,0,2,1,0,2,0,0,1,6,0,0,5,4,1,0,2,0,1,2,0,7,0,0,0,8,2,0,0,0,0,4,3,1,12,0,1,H8D4B4
238,10,8,2,7,0,0,8,3,7,11,7,8,25,3,5,0,7,1,0,12,9,1,7,8,15,28,0,0,5,8,5,11,0,1,15,14,8,2,1,2,1,0,5,2,3,10,2,6,4,0,0,7,3,16,34,8,0,0,0,6,4,9,1,4,5,1,8,6,23,8,9,9,6,0,8,5,14,10,3,2,8,20,25,8,6,36,2,7,4,0,13,27,0,8,12,2,8,5,0,12,0,11,5,2,8,5,4,0,9,20,12,2,5,31,7,16,7,4,15,13,8,7,0,1,0,4,3,12,13,41,1,9,0,6,11,2,8,1,33,8,23,17,1,6,7,6,10,1,29,62,1,10,11,0,4,0,6,6,3,0,61,7,7,0,28,3,2,9,5,4,5,15,3,3,11,5,0,1,9,2,3,10,4,11,10,8,12,25,9,9,5,5,0,20,9,8,64,8,8,C12G2G4
239,4,5,0,10,2,1,16,9,11,8,13,19,54,8,8,2,17,9,0,11,12,0,11,10,15,43,1,0,8,16,13,10,0,8,19,22,15,15,2,11,1,1,8,2,0,4,0,9,17,1,0,11,19,3,51,3,0,0,0,7,4,0,11,8,16,0,16,7,66,10,12,1,15,0,8,2,28,9,7,2,5,24,58,3,18,61,9,3,7,1,11,38,4,8,16,4,12,14,1,9,0,26,3,6,14,11,3,0,5,44,20,4,9,69,6,12,11,10,31,16,10,0,0,7,0,31,0,31,3,63,4,19,0,6,10,2,15,0,61,22,39,16,3,11,10,10,11,0,41,52,0,25,13,0,22,1,9,6,1,1,79,18,4,0,28,5,4,16,13,11,4,25,2,9,28,12,4,1,16,3,12,10,7,37,19,9,12,38,7,9,6,22,2,35,12,14,69,18,17,A11G1F4
240,13,16,26,35,7,8,40,23,41,22,22,29,128,23,17,11,31,5,7,31,14,1,25,14,37,76,3,0,14,32,17,15,0,17,35,36,23,26,3,29,3,2,25,8,43,8,12,46,17,4,11,17,44,14,152,14,1,15,6,30,4,8,17,17,19,0,29,14,110,17,28,9,24,0,19,13,61,22,13,4,25,69,105,15,32,108,14,21,23,2,25,87,7,29,18,1,18,22,2,10,0,62,1,10,34,22,7,9,17,93,48,8,10,117,7,32,15,12,80,17,15,6,5,8,0,36,7,45,29,151,10,30,13,23,33,15,55,3,127,100,98,33,13,24,39,21,19,0,98,145,2,56,27,0,66,0,18,25,20,1,173,16,6,0,90,5,12,27,12,21,12,53,8,16,55,27,15,4,43,7,19,25,9,71,45,13,29,88,18,12,5,32,0,126,28,21,186,35,36,C8F5F4
241,1,0,1,0,0,0,3,0,2,1,2,0,4,0,1,0,2,1,0,0,2,0,0,0,1,7,0,0,5,3,0,2,0,3,3,0,2,1,0,2,3,0,1,1,2,0,0,0,2,0,0,0,0,1,6,0,0,0,0,1,0,1,0,0,1,0,2,0,12,0,0,1,0,0,0,2,2,2,0,0,1,4,4,0,0,5,1,1,2,0,3,3,0,1,0,0,1,0,1,2,0,2,0,0,3,1,0,1,0,4,6,0,1,6,1,2,0,0,2,0,2,0,0,1,0,7,0,4,2,7,0,1,0,0,6,0,1,0,3,2,2,1,0,1,2,4,1,0,14,4,0,2,1,0,0,0,0,2,2,0,8,2,0,0,3,2,1,2,0,1,3,6,0,1,5,1,0,0,4,0,4,0,1,4,1,1,2,5,0,1,0,2,0,3,4,1,7,1,1,C8G5E4
242,3,8,1,0,0,0,13,3,7,4,6,1,11,4,5,3,3,0,0,3,4,0,4,2,7,7,0,0,1,3,2,0,1,4,5,2,2,1,2,0,1,0,2,2,2,0,1,0,0,1,0,2,0,6,27,0,0,0,0,1,0,6,0,1,6,3,1,2,12,4,1,0,0,0,1,1,2,1,0,0,3,3,15,1,8,12,2,1,7,0,7,6,0,0,0,0,2,1,0,4,0,4,7,1,1,3,0,0,1,18,8,0,3,17,2,6,0,2,50,0,1,0,2,0,0,4,0,6,7,16,0,9,2,1,5,5,13,0,9,3,2,3,5,1,3,2,4,0,9,16,0,7,5,0,9,1,0,2,15,0,8,2,1,0,6,2,2,4,2,4,1,6,0,2,3,7,0,0,0,1,2,2,1,4,6,1,5,14,0,2,0,1,0,9,2,4,15,4,1,B7H5G4
243,1,1,0,3,0,0,0,0,0,4,0,1,4,1,0,2,2,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,4,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1,4,3,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,0,9,1,0,0,1,2,2,0,0,0,0,0,6,2,0,3,11,4,2,0,0,1,1,2,0,6,3,2,1,1,0,0,0,0,0,1,7,0,2,2,0,2,0,0,0,0,0,5,0,0,0,3,1,2,0,0,6,1,2,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,4,0,1,0,2,0,5,1,0,7,1,2,C7D4C4
244,1,0,0,5,0,5,1,1,4,1,3,1,3,1,3,2,0,1,0,3,1,0,2,2,1,4,0,0,0,5,2,0,0,2,2,1,1,0,0,0,0,0,1,0,1,2,1,2,1,0,0,1,0,0,15,2,0,0,1,1,0,1,0,2,5,0,0,0,8,0,1,2,3,1,3,4,2,0,1,0,3,10,9,1,4,6,3,2,3,0,4,5,0,0,2,0,3,2,2,2,0,3,1,0,1,3,0,0,2,10,15,0,4,2,0,2,1,0,3,1,0,1,0,0,0,4,0,1,1,5,1,1,0,3,3,1,6,0,5,0,3,2,4,1,0,0,1,0,6,2,0,3,2,0,3,0,0,5,18,0,7,2,1,0,4,1,1,1,6,0,0,3,1,2,3,1,0,0,4,0,0,0,2,2,8,2,0,6,0,0,0,3,0,4,4,0,11,1,5,H9C5D4
245,0,0,0,0,0,0,0,0,1,2,0,1,8,2,1,1,2,0,0,0,4,0,0,3,1,4,0,0,1,1,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,1,2,3,1,0,0,1,2,2,6,0,0,0,0,0,0,0,0,2,0,0,1,1,4,1,0,1,1,1,2,1,5,0,0,0,0,1,4,1,3,3,0,1,0,0,0,8,0,1,1,0,0,0,0,2,0,1,1,0,3,0,1,0,0,6,6,1,0,4,0,0,0,0,4,3,1,1,0,2,0,0,2,2,0,4,0,1,1,0,5,0,3,1,7,1,3,1,3,1,2,1,3,0,2,8,0,2,1,0,0,0,3,1,1,1,9,2,0,0,10,2,0,3,1,0,0,2,1,1,2,2,2,0,0,1,2,1,2,7,4,0,3,4,0,3,0,4,0,8,0,0,6,1,1,G10H2A4
246,1,8,0,20,0,0,9,3,5,5,10,4,25,3,6,1,6,1,0,5,0,0,2,6,3,17,0,0,4,2,7,5,1,2,7,4,7,0,1,4,0,0,2,1,0,2,0,1,3,0,0,3,1,7,27,0,0,0,0,3,0,2,3,3,1,0,4,0,20,1,9,1,1,0,3,4,3,6,2,0,3,7,25,0,6,27,4,3,0,1,7,17,2,1,8,1,2,6,0,4,0,15,0,2,4,7,6,0,1,12,50,3,5,21,2,4,3,4,11,3,1,0,0,1,0,6,3,8,3,30,0,7,0,1,11,1,7,0,17,9,12,3,3,5,6,7,3,0,15,17,0,5,1,14,2,0,1,1,0,0,31,7,1,0,11,0,5,12,11,2,4,13,1,3,6,1,2,0,3,1,1,2,3,10,4,4,6,12,3,2,0,2,0,12,1,8,28,3,4,A10C4G4
247,2,1,0,1,1,0,2,3,0,3,1,1,5,4,1,2,1,1,0,3,0,0,4,0,3,2,1,0,1,4,2,0,1,0,1,0,3,0,0,4,0,0,0,0,0,1,0,1,2,0,1,2,5,1,6,0,0,2,0,2,0,3,1,1,0,0,2,3,5,1,0,0,0,1,5,2,6,0,0,0,2,0,9,1,6,5,2,0,0,0,0,5,0,0,2,0,0,1,0,2,0,5,0,0,1,0,0,0,0,4,6,3,4,2,1,0,0,2,8,0,0,1,0,3,0,1,0,6,2,7,1,4,1,2,0,0,0,0,2,1,10,5,2,1,2,1,1,0,5,4,0,4,2,0,1,0,1,2,0,0,10,3,0,0,5,2,1,1,5,4,23,4,1,2,4,2,0,0,3,0,1,1,3,4,4,2,2,3,0,1,0,1,8,12,3,0,6,1,14,D7E5G4
248,9,10,2,14,8,3,7,6,11,7,6,10,32,7,8,3,11,2,0,10,12,0,7,11,12,47,2,0,4,10,7,3,0,7,18,18,10,4,1,4,1,1,3,0,2,6,0,27,4,1,0,6,7,3,46,3,0,0,1,7,0,5,8,9,13,1,10,4,39,7,6,2,9,4,10,5,13,8,7,6,9,20,32,9,15,33,4,9,4,0,14,22,3,10,9,0,9,9,2,12,0,17,2,4,9,8,3,1,4,24,11,6,5,39,4,11,10,8,30,14,4,3,2,3,0,27,6,12,7,46,2,7,5,5,8,7,17,0,47,24,29,9,5,18,10,10,16,1,44,55,0,23,15,0,10,1,9,5,12,2,52,10,2,0,30,4,4,12,6,13,7,17,10,8,31,17,4,4,11,0,15,14,11,20,27,4,13,34,3,6,4,11,13,20,8,5,44,9,9,H10C2E4
249,1,2,0,2,0,0,1,0,5,1,0,0,9,1,0,2,3,1,0,2,2,0,0,1,1,6,0,0,1,1,0,0,0,0,1,1,3,0,0,1,0,0,0,3,0,0,0,2,0,0,2,0,0,2,5,0,0,0,0,5,0,0,2,1,2,0,1,0,7,0,1,0,1,0,3,3,4,1,0,1,0,0,9,1,2,4,0,2,1,0,0,12,2,0,2,0,0,0,0,3,0,8,0,1,1,1,3,1,0,4,6,0,2,2,1,0,0,0,5,1,2,0,0,1,0,1,0,4,0,5,0,0,0,1,2,1,3,0,8,0,4,3,3,4,1,3,2,0,10,3,1,5,0,0,1,0,0,0,1,0,9,3,1,0,4,1,0,1,3,1,0,1,0,2,5,1,0,0,4,0,2,1,3,8,3,1,3,7,0,0,0,1,0,8,2,1,5,0,3,D8E4A4
250,0,4,0,6,1,0,0,0,3,1,0,2,4,0,1,0,3,0,0,4,0,0,1,1,0,5,0,0,2,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,7,1,0,0,0,1,1,2,0,1,4,0,0,0,5,2,0,0,2,0,1,0,3,4,1,0,0,3,5,1,1,4,1,0,1,0,1,5,1,1,1,0,1,1,0,3,0,6,0,1,1,0,4,0,1,4,18,1,3,1,0,4,0,1,6,1,1,1,0,0,0,1,0,2,3,7,1,3,0,2,2,1,2,0,5,3,4,1,1,1,2,1,0,0,5,5,0,1,1,3,2,0,2,1,0,0,8,2,0,0,5,1,3,1,3,1,1,4,0,2,1,0,0,0,2,1,0,2,0,6,0,2,0,2,1,2,0,1,0,5,1,2,13,2,2,A10G6H4
251,11,4,11,9,0,3,19,7,26,6,6,5,30,0,10,11,13,1,0,8,2,0,9,19,10,20,0,0,5,6,3,12,1,1,13,12,11,8,3,6,1,0,2,7,2,6,1,1,8,0,0,5,9,47,38,6,0,0,1,4,0,5,6,4,2,1,7,3,39,3,7,6,4,0,7,3,11,4,4,1,13,19,26,8,17,30,3,6,0,0,8,14,34,10,10,3,1,11,2,8,0,19,2,1,20,2,7,1,3,30,19,3,5,38,3,12,10,9,16,9,6,12,2,3,0,11,0,12,8,62,2,12,1,11,11,3,18,0,37,15,33,11,7,4,13,1,4,0,22,48,0,13,4,0,7,0,5,12,3,2,50,3,3,0,28,1,2,3,9,4,15,12,6,3,14,9,4,4,9,4,4,6,8,15,25,11,8,29,6,5,8,25,0,20,4,6,51,7,8,C9A3H4
252,0,1,0,2,0,0,3,0,0,3,0,0,3,3,1,0,4,0,0,0,1,0,0,5,0,0,0,0,0,4,0,0,0,2,2,3,1,1,0,2,1,0,0,0,0,0,0,1,1,0,1,0,2,3,5,1,0,0,0,1,1,3,2,0,2,0,2,0,4,0,2,1,1,0,1,1,1,2,0,0,0,1,4,0,3,4,2,0,2,0,2,8,0,1,0,0,1,0,2,0,0,0,0,0,0,3,0,1,0,5,6,0,1,1,1,1,0,0,2,6,0,0,0,3,0,3,0,3,2,4,0,0,0,1,1,0,2,0,2,5,1,4,1,1,2,0,1,0,4,1,0,2,0,0,1,0,0,0,0,1,4,0,0,0,7,0,2,1,2,3,1,3,0,1,0,1,2,0,3,0,2,1,1,4,5,0,2,3,3,0,0,3,0,6,0,3,0,2,2,E8G6E4
253,1,8,0,1,5,1,1,4,8,4,0,5,29,3,13,5,4,2,0,0,3,0,4,2,7,22,4,0,0,3,1,2,2,2,1,5,10,4,1,2,2,0,2,0,0,2,1,2,8,2,0,7,2,8,33,6,0,0,0,4,1,1,5,4,3,0,3,1,25,11,6,0,4,0,8,5,13,3,7,2,3,7,26,1,8,28,4,3,5,1,4,18,5,5,1,1,3,6,1,7,0,18,0,6,4,2,1,0,1,21,18,4,2,30,3,5,2,1,14,9,8,2,1,3,0,4,0,14,4,32,3,2,2,3,5,3,10,0,27,3,13,6,3,3,4,6,4,0,30,20,0,15,5,0,14,0,1,1,1,0,41,4,5,0,33,2,0,8,1,8,11,7,5,4,11,8,3,0,5,1,2,2,8,17,12,6,4,24,1,2,0,5,10,20,3,5,35,4,10,F11F4C4
254,3,0,0,8,1,2,6,6,2,8,2,8,5,5,3,2,2,1,0,1,4,0,6,3,3,21,0,0,6,6,3,1,0,2,5,4,13,0,1,2,0,0,3,2,0,3,0,1,2,0,0,7,6,3,18,2,0,0,0,5,1,2,5,3,4,0,1,5,11,10,1,1,10,0,3,2,8,2,3,2,4,11,11,4,12,16,2,2,1,0,3,23,4,5,5,3,3,6,0,1,0,15,2,2,3,5,4,0,4,10,63,6,4,24,2,2,8,1,13,4,2,6,4,1,0,2,0,16,5,20,1,4,0,5,5,2,12,0,16,1,10,6,0,2,5,3,5,0,23,16,0,17,5,0,1,0,3,7,1,1,23,4,0,0,11,0,2,5,4,4,1,17,2,4,16,2,1,1,6,1,7,0,3,10,13,3,3,15,4,4,4,3,0,26,4,0,21,3,5,D12F5B4
255,3,8,1,1,0,0,5,0,6,3,1,4,6,3,1,4,5,1,0,4,4,0,4,2,3,11,0,0,2,3,1,2,0,2,0,2,8,0,0,4,0,0,1,3,0,3,0,4,1,1,0,5,1,1,11,1,0,0,0,3,0,0,0,1,5,0,2,1,11,3,2,0,4,0,1,2,7,8,0,1,3,9,11,3,3,9,0,1,1,0,6,12,2,4,1,0,2,2,0,1,0,1,3,5,4,5,2,0,0,8,50,3,1,12,0,1,3,3,3,5,9,0,4,2,0,5,0,6,7,17,0,3,0,1,5,0,6,0,12,0,2,4,2,2,4,5,1,0,6,9,0,4,0,0,10,0,0,3,0,1,28,1,1,0,11,1,4,6,3,4,0,5,0,4,5,2,1,1,0,2,0,4,3,11,4,3,3,11,0,3,0,7,0,2,1,4,17,5,2,D12H3C4
256,0,6,4,11,1,0,10,1,9,2,7,6,16,5,5,3,4,1,0,2,4,0,2,4,5,11,0,0,3,5,3,0,2,4,10,7,11,5,2,0,1,0,0,2,4,0,0,2,2,2,0,3,4,4,20,2,0,0,2,7,1,2,4,1,8,0,2,2,11,2,2,0,6,0,4,1,6,8,0,1,7,12,20,2,3,13,3,8,0,0,9,15,0,2,2,4,0,4,1,1,0,15,1,3,9,3,4,0,1,21,10,0,0,10,0,10,6,1,10,4,3,0,1,1,0,5,0,9,1,18,1,11,0,9,3,1,7,0,22,8,18,5,1,3,4,5,6,0,13,28,1,5,6,0,7,0,2,1,2,1,29,2,3,0,10,1,1,10,4,4,1,10,3,2,16,4,2,0,4,2,7,5,5,15,14,2,1,19,2,5,3,5,0,13,6,2,33,5,7,G11B2D4
