AURKA_1,TMPO_2,PRIM1_1,BRIP1_4,RAD51AP1_3,MCM6_1,USP1_1,PIMREG_4,KIF2C_2,TTK_3,POLD3_3,DLGAP5_3,SMC4_4,BUB1_4,ATAD2_3,CDC25C_1,CCNB2_2,HJURP_1,CLSPN_1,TPX2_4,UNG_1,RANGAP1_2,ANLN_1,CDC45_4,TYMS_2,TOP2A_3,G2E3_2,KIF23_4,GTSE1_2,FEN1_2,RPA2_1,E2F8_2,RAD51_3,USP1_4,TMPO_3,DTL_2,FEN1_4,CCNB2_4,HELLS_2,CCNE2_1,E2F8_4,NUF2_2,CENPE_1,CLSPN_2,NASP_4,MKI67_2,POLD3_1,GINS2_2,UBR7_3,MKI67_4,CDC45_1,ANLN_3,NUSAP1_2,ANLN_4,CKS1B_1,BRIP1_3,HMMR_1,BIRC5_3,UNG_3,TIPIN_4,NEK2_4,CENPA_1,NUF2_4,FEN1_3,TTK_2,UNG_4,NEK2_3,CKAP5_1,TTK_1,CHAF1B_1,CENPU_1,SMC4_2,CTCF_4,CDK1_2,ANP32E_2,ECT2_2,RPA2_3,ECT2_3,GAS2L3_1,TPX2_2,E2F8_1,TUBB4B_3,ECT2_1,NEK2_2,RFC2_2,PCNA_2,RAD51AP1_4,TIPIN_3,TOP2A_2,TUBB4B_2,GINS2_4,RANGAP1_3,KIF20B_3,RPA2_2,KIF20B_2,NCAPD2_4,NEK2_1,CENPU_2,UHRF1_2,DTL_4,G2E3_4,RRM2_2,TYMS_3,UBR7_4,TACC3_2,CDCA8_2,UNG_2,CDC6_1,LBR_3,HJURP_3,HMGB2_2,CKAP2_2,POLA1_4,HJURP_4,TIPIN_2,RANGAP1_1,CKAP2L_3,SMC4_3,SLBP_2,ATAD2_1,DTL_3,CASP8AP2_3,KIF23_2,AURKA_4,CKS2_3,CDC25C_2,KIF23_1,GTSE1_3,GTSE1_1,CENPF_2,RRM1_2,CDC45_2,CTCF_1,USP1_2,CKS1B_3,UBR7_1,MCM2_2,CCNE2_2,RRM1_3,MCM5_1,CKAP2_1,CKAP5_3,BLM_4,RAD51_1,CCNB2_3,CHAF1B_2,ATAD2_2,BUB1_2,NDC80_1,PIMREG_1,CKS1B_2,POLD3_4,ECT2_4,CDC20_3,CENPF_4,NCAPD2_3,CDCA7_1,PSRC1_1,NDC80_3,CBX5_2,G2E3_1,ATAD2_4,CDCA7_3,RAD51AP1_2,GMNN_4,HMGB2_1,CLSPN_3,RAD51_2,PCNA_4,MCM4_3,ANP32E_3,CKAP2_3,UHRF1_4,SLBP_4,TPX2_1,TMPO_1,EXO1_2,CHAF1B_4,NUSAP1_4,NASP_3,RPA2_4,CENPA_3,AURKB_1,RFC2_4,TYMS_1,RFC2_3,CKS2_2,DTL_1,CKAP5_4,CDC20_1,PSRC1_4,GINS2_1,KIF23_3,CENPE_3,GAS2L3_4,KIF2C_4,CTCF_3,AURKB_2,NUSAP1_3,GAS2L3_3,NCAPD2_2,UHRF1_1,ANLN_2,DSCC1_1,DSCC1_2,CENPA_2,HJURP_2,NUSAP1_1,PCNA_3,KIF20B_4,HMGB2_3,MCM6_2,FEN1_1,TOP2A_4,KIF11_2,CENPF_3,GTSE1_4,MCM4_1,NUF2_3,SLBP_3,G2E3_3,CASP8AP2_1,CDCA3_1,CDCA2_1,BLM_1,RANGAP1_4,MKI67_3,CKS2_1,CKAP2_4,AURKB_3,CENPF_1,GMNN_1,NUF2_1,KIF11_3,TPX2_3,MCM5_4,RRM2_3,LBR_4,WDR76_2,MCM5_3,POLA1_3,CKAP2L_4,CKAP5_2,MCM2_4,PSRC1_2,DLGAP5_1,BRIP1_1,CDC25C_3,KIF11_4,CENPU_3,NCAPD2_1,CENPA_4,CDCA2_4,CDCA2_3,MSH2_4,CDCA8_4,PSRC1_3,GMNN_3,TACC3_1,PCNA_1,TACC3_4,MCM2_3,MCM6_4,CBX5_4,RAD51_4,BUB1_3,AURKA_3,TUBB4B_1,RFC2_1,CDCA2_2,RRM1_4,PRIM1_4,SMC4_1,HELLS_1,UHRF1_3,DLGAP5_4,BLM_3,MCM6_3,HELLS_3,CCNB2_1,TACC3_3,EXO1_3,KIF2C_3,TYMS_4,CHAF1B_3,SLBP_1,RAD51AP1_1,KIF20B_1,AURKB_4,CDC6_4,WDR76_1,HMMR_4,LBR_1,POLA1_1,CDCA8_1,PRIM1_3,RRM2_1,BIRC5_1,CDK1_3,E2F8_3,CKAP2L_2,CDC25C_4,NASP_1,ANP32E_1,AURKA_2,CASP8AP2_2,CENPU_4,MKI67_1,CDC6_2,KIF2C_1,CDC6_3,CBX5_3,MCM5_2,HMGB2_4,POLD3_2,BUB1_1,EXO1_4,CKAP2L_1,RRM1_1,BIRC5_2,GINS2_3,CDK1_1,MCM2_1,TTK_4,DLGAP5_2,CASP8AP2_4,HELLS_4,EXO1_1,MSH2_2,HMMR_2,RRM2_4,MSH2_3,POLA1_2,CKS1B_4,ANP32E_4,MSH2_1,MCM4_2,TOP2A_1,BLM_2,CLSPN_4,LBR_2,NASP_2,WDR76_3,WDR76_4,CBX5_1,TMPO_4,TUBB4B_4,CENPE_4,TIPIN_1,CTCF_2,BRIP1_2,GMNN_2,CDCA7_2,PIMREG_3,PIMREG_2,HMMR_3,NDC80_2,NDC80_4,CDCA7_4,CDC45_3,KIF11_1,USP1_3,GAS2L3_2,CDC20_2,CDC20_4,CDK1_4,PRIM1_2,CENPE_2,UBR7_2,BIRC5_4,cell
1,3,2,0,0,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,3,0,1,6,0,0,0,4,5,0,0,2,1,0,0,0,1,0,2,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,4,3,0,0,0,5,1,0,1,0,2,0,0,6,0,0,0,0,1,2,0,0,9,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,1,4,3,0,0,6,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,3,1,0,10,0,0,0,0,0,9,0,1,0,0,0,0,1,0,2,14,6,0,0,0,0,0,7,0,0,0,2,5,0,0,0,3,0,0,0,0,0,0,0,1,1,3,0,5,0,0,0,1,0,0,0,2,3,0,2,0,1,4,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,0,0,5,1,0,0,0,0,2,6,1,1,0,0,3,0,0,0,7,0,2,1,0,0,5,0,0,0,6,0,0,0,0,2,1,2,0,0,4,0,0,2,8,4,0,0,2,4,3,0,4,0,0,0,4,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,B11C2C4
18,42,9,1,1,18,41,0,4,2,0,1,0,1,7,15,19,4,8,0,2,18,18,2,23,0,24,4,2,16,14,6,3,3,34,10,1,0,23,0,3,15,4,1,0,35,3,8,0,4,2,1,14,2,28,1,3,0,2,0,1,16,1,0,12,2,2,22,20,5,0,36,0,32,53,2,3,1,0,19,1,1,23,20,12,31,2,2,51,37,5,0,2,17,3,12,18,3,20,0,0,24,1,0,8,5,10,6,0,4,71,25,2,3,21,20,1,5,12,7,1,3,6,0,67,3,8,0,5,25,27,5,8,30,2,6,20,0,3,15,30,1,0,1,0,7,3,11,10,7,35,3,3,0,0,2,17,14,0,30,11,3,0,16,1,176,0,16,0,24,100,1,0,3,42,124,9,0,1,0,1,0,39,0,1,1,44,24,0,12,0,0,8,0,1,0,5,22,4,8,32,32,24,5,5,17,17,16,2,0,3,29,14,8,29,0,4,23,1,4,3,5,4,5,0,2,0,15,1,0,22,9,17,0,3,2,3,0,5,0,7,0,25,0,15,24,6,3,0,10,42,1,2,3,0,0,2,0,29,65,1,3,1,1,1,0,1,52,13,7,0,1,4,29,0,0,0,0,2,3,3,0,0,3,1,0,5,17,0,2,2,0,66,21,7,0,13,8,2,0,6,0,34,47,33,9,2,9,12,1,4,5,24,1,3,16,0,1,14,9,0,11,32,0,18,2,0,11,3,4,0,4,16,0,0,8,40,53,1,0,74,61,3,0,39,0,1,0,16,12,8,24,22,0,4,4,9,0,1,2,15,0,7,27,1,2,4,14,10,1,F8E4H4
6,26,2,0,0,6,44,0,6,2,1,2,0,8,0,4,18,14,0,1,5,18,5,0,10,0,4,10,2,5,17,4,7,2,48,7,7,2,17,2,0,17,0,7,0,21,2,11,0,0,1,0,7,0,23,1,4,2,0,0,1,5,0,0,10,1,2,16,10,3,1,27,0,23,25,2,4,0,1,24,2,0,22,14,5,16,0,0,13,22,1,1,0,13,9,3,11,2,9,4,0,26,5,14,12,1,5,2,0,3,50,18,3,3,9,11,5,1,19,2,7,1,3,1,22,2,4,1,1,7,18,6,6,23,12,8,15,1,1,32,11,2,0,6,0,4,0,27,2,5,19,1,2,0,2,4,13,5,0,19,25,0,0,7,3,266,0,12,0,18,234,0,0,0,43,118,8,0,1,1,0,0,26,48,1,0,74,10,0,20,1,37,5,0,0,0,1,22,2,4,22,13,24,6,2,2,3,9,0,0,0,23,13,0,29,0,2,50,3,1,0,13,1,2,0,0,0,16,1,0,20,27,8,0,2,5,3,0,6,4,2,0,21,0,2,5,2,1,0,4,30,0,2,1,0,0,2,0,20,33,0,2,0,1,1,0,43,52,10,4,3,1,11,25,1,2,0,0,0,4,3,3,7,0,8,2,4,15,1,11,0,0,57,4,9,2,14,4,1,3,0,0,28,17,12,3,1,3,8,3,1,10,28,2,8,0,15,2,9,10,0,6,30,0,13,3,0,11,18,8,5,0,6,0,0,13,10,23,1,0,50,61,0,0,14,0,11,3,5,4,28,18,14,1,4,2,5,0,0,4,13,0,3,38,1,1,4,12,5,0,G11A1H4
3,11,5,0,0,8,17,0,6,0,0,0,0,0,1,3,6,7,2,0,6,20,7,6,14,0,5,2,7,4,8,3,3,1,34,2,1,0,7,1,0,1,1,0,0,23,1,12,0,4,6,0,7,0,12,0,6,0,0,0,0,15,0,0,14,0,0,11,5,3,0,6,0,23,26,1,2,0,1,13,2,0,9,7,10,9,0,1,26,33,0,0,0,10,0,2,3,0,7,5,0,18,0,0,10,4,1,0,0,1,41,19,1,1,8,22,0,0,11,5,0,1,1,1,30,3,8,1,2,10,11,9,8,8,0,1,9,2,0,8,7,2,0,0,1,3,2,16,7,10,12,0,9,0,0,2,3,9,0,12,3,0,0,11,0,449,0,8,0,7,3,0,7,1,15,50,2,0,0,0,0,0,15,0,2,2,33,7,0,8,0,5,9,0,1,0,0,12,0,1,16,11,3,1,0,5,5,22,0,0,2,9,8,0,10,0,2,10,0,0,0,1,3,1,0,0,1,13,0,0,8,8,3,0,2,0,0,0,3,0,2,0,3,0,2,16,3,0,0,2,14,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,46,11,1,2,0,2,0,0,0,0,3,0,1,2,1,0,0,0,0,4,4,0,0,3,0,16,11,5,0,23,2,1,1,0,0,13,9,16,3,0,8,5,1,0,0,6,0,1,5,0,2,10,7,0,8,16,0,5,0,8,3,1,8,1,2,6,0,0,9,18,30,0,0,29,40,0,0,9,0,0,0,2,5,1,12,7,0,1,1,5,0,0,0,13,0,2,12,2,2,0,7,1,0,D12C2C4
10,24,15,0,0,48,38,1,9,0,0,1,0,0,0,7,23,7,3,0,17,26,14,3,41,2,8,5,9,25,22,7,0,1,23,35,0,0,34,4,0,22,2,2,0,39,8,25,0,0,7,0,32,1,35,0,6,1,3,1,0,14,1,0,13,0,0,22,14,5,2,24,0,36,69,2,2,0,1,28,7,0,18,12,28,49,0,1,44,62,1,1,0,19,3,0,18,1,43,0,0,40,1,0,17,7,22,8,0,0,67,26,1,2,34,17,1,0,37,6,1,1,5,0,29,0,6,0,0,25,41,18,12,33,0,6,58,1,1,47,28,0,1,0,0,3,1,8,5,1,45,1,1,0,0,0,26,11,0,26,4,2,0,9,0,124,1,23,0,23,5,0,0,0,18,74,29,2,0,1,0,0,29,0,0,0,34,29,0,7,3,1,3,0,0,2,5,32,0,16,20,46,12,16,6,10,4,15,0,0,0,57,25,0,17,0,5,16,0,1,0,11,3,4,0,0,1,21,0,0,30,34,15,0,0,1,2,0,21,0,0,1,26,0,4,7,12,0,0,2,28,1,1,0,0,0,1,0,22,107,0,2,0,0,4,0,0,63,18,2,1,1,5,37,1,0,0,0,0,3,1,0,0,0,0,6,12,13,3,0,11,0,61,8,5,0,42,2,0,0,5,0,44,36,21,10,0,4,15,0,0,3,34,0,11,4,0,2,19,13,0,21,63,1,13,1,0,31,13,17,0,1,23,1,0,28,55,44,2,0,74,70,2,1,35,2,0,0,9,4,21,58,15,0,3,1,7,0,0,0,14,0,5,22,1,1,5,12,13,0,F10B4F4
1,0,2,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,3,1,8,3,0,5,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,5,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,2,3,0,0,0,2,0,0,1,3,0,0,0,0,5,6,0,0,0,1,0,0,1,0,0,0,0,3,0,1,2,1,1,2,0,0,9,2,0,0,0,8,0,0,1,0,0,2,1,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,1,1,0,1,0,0,1,0,11,0,2,0,2,0,0,0,0,13,3,0,0,0,0,0,0,3,0,0,0,4,4,1,0,0,1,0,0,0,0,1,5,0,0,3,0,4,0,0,2,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,1,0,4,0,0,2,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,3,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,4,5,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,3,0,0,3,0,2,2,0,1,0,4,0,0,B7A4H4
0,6,1,0,0,5,1,0,2,1,0,0,0,0,0,1,3,0,2,0,0,8,1,0,3,0,1,4,1,1,1,0,0,0,9,6,0,1,2,0,0,2,0,1,0,4,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4,0,2,11,0,0,0,1,5,0,0,4,5,8,8,0,0,3,13,1,0,0,4,1,0,4,1,4,0,0,4,0,0,2,0,2,0,0,0,12,1,0,0,2,2,0,0,3,1,0,0,1,0,3,0,0,0,0,3,5,2,4,5,0,1,6,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,8,2,0,5,1,0,0,3,0,50,0,6,0,1,2,0,0,0,1,20,0,0,0,0,0,0,3,2,1,0,4,2,2,1,0,2,1,0,0,0,1,3,0,1,5,3,4,1,0,2,0,0,0,0,0,2,3,0,5,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,5,3,1,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,7,0,0,0,0,2,0,1,8,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,8,1,0,0,5,0,0,0,0,0,9,13,0,0,0,3,2,0,0,6,1,0,0,4,2,0,1,0,0,1,3,0,2,0,0,0,3,0,1,0,0,0,0,3,4,3,0,0,5,19,0,0,1,0,0,0,2,0,6,3,2,0,0,0,0,0,1,0,1,0,1,4,0,0,0,1,1,0,D11E3F4
0,4,3,0,0,8,6,0,1,0,0,0,0,2,1,1,0,0,0,0,6,0,3,3,5,0,9,1,1,3,1,2,0,0,18,6,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,2,1,0,0,0,0,0,1,0,2,2,1,7,0,0,2,5,0,0,0,4,3,0,2,0,8,0,0,7,0,0,1,0,2,1,0,1,6,1,0,1,3,0,0,1,6,2,0,0,1,0,1,0,1,0,1,0,1,3,2,3,0,1,3,0,1,5,4,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,1,0,38,0,5,0,7,1,0,0,0,0,16,3,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,9,1,0,0,0,3,0,0,1,2,0,1,1,1,0,1,0,2,0,6,0,0,0,0,2,7,0,2,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,2,2,0,0,1,2,0,1,0,0,0,0,0,4,12,0,1,0,0,0,0,0,5,6,0,2,0,3,4,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,5,0,0,0,1,0,7,2,2,0,0,1,1,1,0,1,7,0,1,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,3,1,1,0,5,1,1,0,4,16,0,0,4,0,0,0,0,0,4,9,5,0,0,1,1,0,0,2,0,0,5,0,0,1,0,0,0,0,H9G2G4
5,15,5,0,0,24,39,0,3,2,0,5,0,1,0,2,10,0,1,2,9,13,30,2,17,0,6,3,1,15,10,10,0,4,16,12,0,0,8,7,0,2,13,6,0,7,2,15,0,0,5,1,5,0,10,0,2,0,0,0,0,7,0,0,5,0,0,6,4,3,1,9,0,11,24,2,0,0,0,15,6,3,11,6,13,35,0,4,7,34,0,1,0,15,3,0,4,1,11,2,0,31,0,0,5,2,12,3,2,2,26,8,0,0,14,8,0,1,19,7,0,0,1,6,15,0,1,1,0,8,17,11,7,16,2,2,27,9,0,18,9,0,0,0,0,3,5,1,2,5,11,1,2,1,0,1,22,2,0,15,1,0,0,8,0,94,0,6,0,8,7,0,0,0,6,45,17,1,0,1,0,0,11,0,5,0,24,19,0,5,1,3,1,0,1,0,2,11,0,6,7,15,3,17,7,7,3,7,0,1,3,36,17,0,4,0,27,11,0,0,0,10,3,0,0,0,0,5,3,0,3,10,5,0,0,4,59,0,9,0,1,0,15,0,3,4,2,0,0,1,118,2,1,0,0,4,0,0,4,73,4,0,0,0,0,0,0,23,11,0,2,0,3,15,0,0,0,0,0,4,2,1,2,0,0,4,12,4,0,1,0,0,19,4,1,0,22,0,0,0,1,1,21,20,4,12,0,2,6,1,0,22,26,0,20,2,1,0,8,5,0,4,25,0,0,0,0,22,6,1,0,1,5,0,0,16,33,10,7,0,26,33,1,0,7,0,0,0,9,2,7,16,27,0,9,1,12,1,0,1,7,1,2,0,1,2,3,0,2,0,H7G2E4
1,8,0,0,0,5,9,0,0,0,0,0,0,0,0,1,1,0,0,0,5,7,2,0,2,0,1,1,2,3,6,2,0,0,3,2,0,0,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,5,0,0,3,0,0,6,2,3,0,4,0,4,6,0,0,0,0,6,0,0,6,3,0,1,0,0,2,13,0,0,0,5,0,0,3,1,6,0,0,4,0,0,1,1,3,1,0,0,16,0,1,0,3,3,0,1,2,1,0,0,2,0,12,0,1,0,0,6,2,2,2,4,0,2,11,0,0,3,1,0,0,0,0,2,2,2,1,0,9,1,1,0,0,0,8,5,0,0,2,0,0,0,0,25,0,2,0,3,2,0,0,0,4,14,5,0,0,0,0,0,5,0,3,0,11,4,0,4,0,2,0,0,0,0,0,2,0,0,9,3,5,1,5,0,0,0,0,1,0,3,1,2,3,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,6,1,1,0,0,0,1,0,2,0,0,1,6,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,16,0,0,0,0,1,5,0,0,0,0,0,2,0,1,0,0,0,1,4,4,0,0,0,0,19,1,0,0,3,0,0,0,1,1,7,8,4,1,0,0,2,1,0,1,7,0,0,3,0,0,4,1,0,1,7,0,4,0,0,5,7,5,0,0,2,0,0,4,6,2,0,0,15,18,0,0,7,0,0,0,1,0,0,6,2,0,1,0,0,0,0,0,1,0,1,2,0,0,2,6,2,0,C11B6E4
0,5,0,0,0,3,6,2,0,0,0,0,0,0,0,2,5,1,0,0,2,6,3,0,0,0,0,2,1,0,8,6,4,1,10,9,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,6,2,2,0,4,0,0,9,0,0,0,0,0,3,0,4,4,2,2,3,0,8,4,0,0,0,4,0,1,1,0,0,0,0,4,0,0,3,0,3,3,0,1,14,4,0,0,2,3,0,0,5,1,0,4,0,0,1,0,0,0,1,1,6,2,0,0,0,1,5,1,0,3,0,0,0,0,0,0,0,2,0,1,6,1,1,1,0,0,6,3,0,9,0,0,0,5,1,38,0,5,0,1,1,0,1,3,5,12,3,0,0,0,0,0,4,0,0,0,3,10,0,7,0,0,1,0,0,4,4,4,2,2,7,4,0,2,0,0,0,2,0,0,0,12,2,1,0,0,6,4,0,0,0,5,1,0,0,0,0,0,0,0,4,3,2,0,0,0,6,0,1,0,0,0,6,0,0,1,0,1,0,7,11,0,1,0,0,0,1,0,2,9,0,0,0,0,0,0,0,2,4,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0,0,1,0,15,5,0,1,5,1,0,0,0,0,9,4,1,2,0,1,1,0,0,1,0,0,1,0,0,1,0,2,0,1,11,0,3,0,0,1,1,5,0,0,1,0,0,1,6,4,0,0,8,5,2,0,8,0,0,1,0,0,2,8,7,0,0,2,0,4,0,0,1,0,2,3,0,0,1,1,1,0,B7E1A4
13,72,19,0,1,50,64,0,12,3,0,0,0,5,2,9,18,9,12,0,22,44,30,3,68,2,13,4,15,39,23,7,2,4,38,29,13,1,47,9,2,17,4,7,0,41,6,32,1,1,23,0,26,0,55,1,15,0,0,0,0,22,0,0,12,1,2,47,22,8,5,31,1,74,83,2,9,1,2,32,5,0,27,20,41,84,4,0,88,93,0,0,0,38,11,4,16,4,50,2,0,87,4,1,16,15,23,8,0,1,153,28,5,2,39,28,11,2,69,13,0,2,6,2,63,1,4,1,3,28,58,23,17,41,9,8,62,6,0,71,34,0,0,3,2,10,4,22,18,3,81,2,2,3,0,2,27,19,1,40,19,0,0,20,6,549,1,32,0,65,13,0,0,1,66,174,46,0,0,0,0,1,56,6,5,0,80,32,6,33,1,21,5,0,0,0,0,76,2,12,36,44,29,20,12,12,20,33,1,1,0,57,34,1,59,6,10,55,1,1,1,10,6,5,2,1,1,31,3,0,30,31,27,0,0,1,44,0,18,2,5,2,34,0,6,11,11,1,0,3,57,6,9,1,0,0,1,0,27,176,0,0,0,0,1,0,6,128,26,3,3,1,20,35,0,0,0,1,3,6,1,1,1,0,0,4,23,20,0,2,4,0,86,30,24,0,74,6,0,2,4,1,66,76,32,14,1,10,12,8,0,5,39,1,9,9,2,1,32,19,0,27,54,2,15,19,0,35,16,14,1,0,20,0,1,32,110,61,5,1,109,145,5,0,58,0,2,0,17,9,25,67,33,0,9,1,28,0,0,1,30,0,5,38,1,2,12,24,25,0,G7G5F4
0,2,3,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,1,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,2,3,0,0,3,3,0,0,0,3,0,0,1,0,2,0,0,6,0,0,1,0,1,0,0,0,7,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,3,0,0,0,1,1,0,0,2,1,1,3,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,3,0,4,4,4,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,2,0,0,1,0,0,1,6,2,0,0,3,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,F7H2G4
8,14,3,0,0,12,15,0,6,1,0,0,0,0,1,2,3,0,2,0,11,16,8,0,22,0,1,3,3,2,13,16,13,0,41,10,0,0,10,0,0,2,0,2,1,8,3,7,0,1,3,3,9,1,3,0,4,0,0,0,0,5,1,0,0,1,1,9,5,3,0,4,2,7,18,0,3,0,2,7,0,0,12,7,11,26,3,0,17,19,0,0,0,10,1,0,13,0,19,0,0,21,0,2,2,2,15,10,0,0,22,14,2,1,13,5,1,1,9,4,0,8,1,2,8,0,1,0,3,10,12,1,2,9,0,2,13,2,0,11,7,0,0,0,0,1,2,5,1,1,16,2,3,1,0,10,11,4,0,8,1,1,0,8,0,53,2,7,0,16,4,1,3,2,29,76,11,0,0,0,0,0,9,0,3,0,20,20,0,4,1,1,4,0,1,3,6,11,1,2,2,21,1,9,1,0,5,4,0,0,0,10,11,1,13,0,4,25,0,0,0,0,3,3,0,0,1,8,1,0,12,1,5,0,0,0,21,1,4,0,0,0,12,0,0,4,6,2,0,21,20,0,2,2,0,2,1,0,9,45,0,2,0,1,0,0,0,20,10,0,3,1,5,4,0,0,0,0,0,2,1,0,1,0,0,3,8,69,0,1,4,0,34,33,0,0,11,0,1,0,0,0,13,15,7,6,0,5,4,0,0,1,9,1,7,3,0,4,3,8,0,1,29,0,2,1,1,8,1,5,0,0,4,0,0,6,28,13,1,0,22,38,4,2,13,0,3,0,2,0,1,12,11,1,0,2,9,4,0,0,8,0,4,7,1,0,4,8,5,0,B7C3C4
0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,3,1,4,0,0,0,0,2,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,3,4,1,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,4,0,1,0,4,0,3,2,0,0,0,0,3,0,0,3,0,1,8,0,0,4,3,0,0,0,5,0,0,3,0,4,0,0,6,0,0,1,1,1,0,0,0,4,1,0,1,4,0,0,0,1,0,0,0,2,0,1,0,0,0,3,3,1,2,2,5,0,2,7,0,0,2,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,1,1,0,7,1,0,0,4,0,11,0,3,0,5,1,0,0,0,1,23,0,0,0,0,0,0,3,0,0,0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,1,7,1,0,1,0,3,1,0,0,1,3,3,0,1,0,1,8,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,3,0,0,1,0,0,0,0,0,10,3,2,2,0,0,2,0,0,1,4,0,1,0,0,0,1,0,0,1,5,0,0,0,0,4,5,0,0,0,3,0,0,5,7,4,0,5,5,6,0,0,2,0,0,0,0,4,0,6,2,0,0,1,0,0,0,0,2,0,1,2,0,1,1,1,6,0,H11C6G4
