GHITM_1,EIF2S2_13,MARVELD1_4,EIF2S2_6,ARL5B_38,MARVELD1_10,ARL5B_24,SCAF8_27,MARVELD1_1,NEFH_9,ARL5B_8,MARVELD1_7,GHITM_17,NEFH_22,EIF2S2_5,SCAF8_26,ARL5B_42,EIF2S2_19,NEFH_11,SCAF8_36,EIF2S2_24,SCAF8_5,EIF2S2_22,MARVELD1_13,GHITM_4,SCAF8_9,GHITM_6,SCAF8_2,SCAF8_15,ARL5B_44,SCAF8_7,MARVELD1_23,NEFH_21,NEFH_13,GHITM_16,GHITM_12,SCAF8_35,SCAF8_1,EIF2S2_21,SCAF8_6,SCAF8_13,MARVELD1_17,SCAF8_4,MARVELD1_5,GHITM_15,SCAF8_25,GHITM_5,GHITM_18,ARL5B_49,ARL5B_7,ARL5B_4,NEFH_5,SCAF8_39,NEFH_28,SCAF8_21,NEFH_23,GHITM_19,NEFH_8,NEFH_24,SCAF8_3,ARL5B_37,GHITM_9,EIF2S2_15,SCAF8_32,SCAF8_23,NEFH_31,SCAF8_14,SCAF8_16,MARVELD1_8,ARL5B_6,ARL5B_51,ARL5B_21,ARL5B_41,NEFH_26,ARL5B_30,SCAF8_17,NEFH_17,ARL5B_26,MARVELD1_20,ARL5B_9,NEFH_16,NEFH_4,SCAF8_44,MARVELD1_15,ARL5B_29,ARL5B_14,ARL5B_31,NEFH_12,ARL5B_46,SCAF8_29,GHITM_10,MARVELD1_2,ARL5B_25,SCAF8_22,ARL5B_28,NEFH_20,NEFH_14,ARL5B_47,SCAF8_38,NEFH_6,EIF2S2_20,ARL5B_52,EIF2S2_16,ARL5B_2,NEFH_29,SCAF8_37,ARL5B_15,GHITM_3,ARL5B_53,EIF2S2_23,SCAF8_42,ARL5B_36,NEFH_15,GHITM_11,EIF2S2_7,NEFH_25,ARL5B_27,MARVELD1_22,MARVELD1_12,GHITM_13,GHITM_20,GHITM_8,NEFH_10,MARVELD1_16,EIF2S2_11,SCAF8_41,EIF2S2_10,ARL5B_3,NEFH_18,SCAF8_20,ARL5B_34,EIF2S2_8,SCAF8_11,ARL5B_10,SCAF8_40,EIF2S2_12,EIF2S2_4,ARL5B_39,ARL5B_40,NEFH_7,NEFH_3,MARVELD1_6,MARVELD1_11,ARL5B_35,MARVELD1_27,GHITM_7,MARVELD1_18,ARL5B_22,SCAF8_43,SCAF8_34,MARVELD1_25,ARL5B_23,MARVELD1_24,SCAF8_33,ARL5B_48,EIF2S2_3,NEFH_19,EIF2S2_2,ARL5B_11,ARL5B_13,ARL5B_32,SCAF8_8,EIF2S2_1,NEFH_2,SCAF8_10,NEFH_27,MARVELD1_21,SCAF8_18,ARL5B_33,MARVELD1_3,SCAF8_30,ARL5B_5,ARL5B_50,ARL5B_12,SCAF8_31,MARVELD1_9,SCAF8_19,ARL5B_43,MARVELD1_26,MARVELD1_14,GHITM_14,ARL5B_19,ARL5B_20,EIF2S2_17,ARL5B_16,ARL5B_1,GHITM_2,NEFH_30,MARVELD1_19,SCAF8_12,SCAF8_24,ARL5B_17,EIF2S2_18,ARL5B_45,NEFH_1,EIF2S2_9,EIF2S2_14,ARL5B_18,SCAF8_28,cell
43,4,5,14,11,10,9,21,4,0,21,16,0,3,76,37,12,10,12,15,86,14,66,18,77,16,67,15,25,13,16,4,2,12,58,44,41,10,5,26,20,12,21,1,47,41,68,36,5,12,11,6,36,7,15,0,4,2,0,10,10,1,7,26,18,5,33,42,9,33,12,11,13,1,15,31,11,10,7,10,0,8,10,7,12,19,15,0,15,17,43,16,11,28,15,0,6,16,14,5,112,21,68,9,0,18,14,37,11,141,37,13,0,76,1,0,14,21,9,32,52,82,1,11,2,16,81,5,0,15,13,7,34,14,24,69,5,6,20,0,19,9,6,12,25,66,8,15,14,10,4,20,9,27,11,3,0,1,19,24,17,25,5,1,19,11,6,15,8,6,22,14,9,20,11,19,22,14,13,16,42,22,23,66,13,10,52,0,10,20,27,16,77,19,0,7,72,23,17,G7G5F4
2,1,1,0,0,2,1,5,1,0,2,2,0,0,4,3,0,2,0,2,12,0,10,4,10,1,5,0,0,0,1,0,1,0,9,1,3,2,0,2,2,1,4,0,7,3,3,5,0,1,0,0,4,0,2,0,0,0,1,1,3,0,0,7,2,2,2,0,1,1,0,0,1,2,2,2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,9,1,0,1,0,0,0,4,5,0,10,1,7,1,0,2,0,1,0,10,3,2,0,6,0,1,0,5,3,4,6,6,1,1,0,1,4,0,0,1,0,1,2,0,0,8,0,0,0,0,0,0,0,0,9,1,4,0,0,0,0,1,0,3,0,0,0,0,1,6,1,2,1,0,1,1,1,0,4,0,2,1,0,1,1,0,3,1,1,2,5,3,0,9,0,4,4,0,0,7,1,4,6,1,0,4,9,4,0,A9A5D4
11,4,4,0,3,2,3,12,1,0,7,5,1,0,16,8,1,3,0,10,26,6,13,4,12,7,21,0,4,5,5,0,0,7,15,12,9,4,1,5,6,2,9,0,5,1,9,20,1,0,11,1,5,1,2,0,3,2,6,2,3,0,0,5,1,3,7,2,4,2,1,2,3,0,1,3,3,1,3,1,0,1,3,3,11,3,1,0,8,3,24,2,8,10,7,1,0,4,3,0,33,4,22,4,0,1,5,4,3,43,4,6,0,22,2,1,8,0,2,7,15,12,2,7,1,5,16,2,0,3,5,44,4,9,5,26,2,3,4,1,4,1,3,5,12,5,3,1,1,1,4,4,1,6,5,0,27,1,3,22,11,2,0,0,12,0,4,4,3,6,1,3,2,2,2,2,6,3,5,3,14,2,4,21,3,4,12,0,0,30,3,3,27,5,0,0,16,0,3,D7C2G4
27,1,3,1,10,8,9,10,3,0,14,3,0,0,50,9,7,0,2,11,58,9,44,12,40,14,36,3,6,5,9,2,0,8,33,26,10,4,0,16,14,12,11,0,29,13,30,26,5,4,13,1,11,0,2,0,0,1,0,5,10,0,1,6,2,1,7,9,0,25,2,10,10,0,7,9,6,7,5,4,0,1,1,4,16,11,6,1,14,12,25,6,9,10,5,0,3,3,4,2,51,7,46,11,0,5,8,27,5,98,13,4,0,42,1,0,5,5,7,28,35,37,2,6,0,7,51,4,0,16,10,2,13,4,5,52,0,2,13,0,11,5,2,12,19,36,5,9,7,5,3,8,8,16,2,1,0,4,13,32,6,12,1,0,14,1,0,12,6,3,9,4,8,7,8,7,4,5,6,5,24,10,7,104,4,12,41,1,4,6,11,13,42,14,0,3,54,12,7,E7C1B4
15,2,0,1,7,2,5,10,1,0,11,3,3,0,32,18,10,5,9,16,57,5,43,2,20,7,34,7,6,10,10,0,3,9,27,22,17,8,5,7,11,6,18,0,27,19,37,18,5,4,6,1,12,2,6,0,0,3,0,9,6,1,3,10,7,6,13,8,3,6,5,4,7,1,5,9,10,4,3,11,0,2,5,2,9,15,12,0,14,10,23,5,9,5,18,0,2,4,7,1,46,5,45,6,0,9,9,7,7,63,15,9,0,34,4,0,2,5,5,22,31,30,3,4,1,6,46,4,0,20,6,5,9,9,13,42,3,2,12,0,8,0,2,8,13,30,7,7,7,9,1,10,4,9,6,0,1,1,4,22,7,8,1,0,7,3,2,2,9,4,15,6,7,12,7,5,4,2,4,4,21,4,22,81,14,11,25,0,4,9,17,7,51,9,1,0,41,13,4,G11D6B4
8,0,2,0,1,1,0,4,0,0,2,0,0,0,10,3,1,0,0,4,15,0,10,1,2,1,11,3,4,0,0,1,0,0,13,5,5,1,0,3,1,3,1,0,5,1,13,5,1,1,3,1,1,0,1,0,0,1,0,0,2,0,0,0,0,3,5,5,5,4,2,0,3,0,6,3,4,1,1,2,0,1,1,2,0,6,1,0,1,3,8,0,3,0,2,0,1,1,3,0,20,2,14,1,0,4,5,13,1,19,4,3,0,6,0,0,1,3,0,11,9,11,0,1,0,4,19,0,0,5,2,1,2,3,3,14,0,1,1,0,12,0,2,4,9,12,2,0,0,3,0,2,3,2,2,0,0,0,0,2,2,4,1,0,5,0,0,2,5,1,2,0,1,0,3,3,0,4,1,4,6,4,3,16,1,5,9,0,0,4,8,1,17,1,0,0,9,2,2,G7E6D4
9,1,4,1,0,0,3,3,2,0,1,2,0,0,14,3,5,0,0,4,18,4,8,2,14,4,16,0,0,3,3,1,0,4,3,1,2,1,3,3,4,2,1,1,16,1,7,7,3,3,3,0,4,0,0,0,0,1,0,0,1,0,2,2,3,4,3,6,0,3,0,0,2,0,2,4,5,1,4,2,0,0,3,4,5,2,2,0,2,5,8,0,2,5,6,2,0,1,2,0,21,1,15,1,0,3,4,5,0,27,2,1,0,9,0,0,3,1,4,5,7,8,0,2,2,3,10,0,0,5,2,8,2,1,0,12,1,1,0,0,4,6,0,3,9,11,2,0,3,1,0,2,0,4,2,1,2,0,5,2,3,4,1,0,4,3,0,0,3,0,5,1,1,2,5,2,5,4,4,1,12,1,1,20,2,3,16,0,3,5,2,1,11,2,1,0,7,2,3,F11A5F4
2,0,0,0,1,0,5,1,0,0,0,0,0,0,4,4,2,0,0,4,5,1,2,5,1,1,6,1,1,0,1,0,0,0,4,4,0,0,0,4,2,1,1,0,0,7,6,1,1,1,0,0,2,1,0,0,0,0,2,1,2,1,2,3,0,2,2,5,0,3,3,3,2,0,1,0,3,2,1,1,0,0,1,2,1,0,3,0,1,1,2,3,0,2,5,0,0,1,0,5,8,2,1,1,0,2,4,2,0,7,0,0,0,0,2,0,1,0,1,4,2,7,0,0,1,1,7,0,0,2,3,2,5,0,0,2,0,0,1,0,2,1,0,1,7,6,3,2,1,0,0,1,0,0,0,0,0,1,1,4,1,2,1,0,4,0,1,0,2,0,4,1,1,0,0,1,0,1,0,0,1,1,1,3,1,1,1,1,8,3,0,3,9,0,0,0,4,6,1,H11E2D4
4,1,0,0,0,0,1,0,0,0,0,0,0,0,9,4,1,0,0,0,14,0,12,2,4,1,2,1,2,0,3,0,0,0,5,0,1,0,1,4,1,1,2,0,4,2,0,1,1,0,3,0,3,0,2,0,0,0,0,1,1,0,1,0,1,2,0,0,1,2,1,0,0,0,1,2,3,0,0,2,0,0,1,1,2,0,4,0,1,0,3,3,1,5,0,0,0,0,1,0,11,0,1,0,0,1,1,2,0,10,3,1,0,7,0,0,4,0,1,4,0,5,0,1,0,1,5,2,0,3,3,0,1,0,2,13,1,0,0,0,0,1,0,0,5,9,2,0,0,1,0,1,1,0,1,0,0,0,1,18,4,2,0,0,5,10,0,0,0,0,1,0,2,0,3,0,1,3,2,0,9,0,3,6,1,1,6,0,2,12,1,2,7,1,0,0,7,0,0,H9G2G4
64,11,10,6,25,10,17,41,5,5,13,12,6,0,143,92,24,42,0,27,199,16,127,14,131,42,111,25,22,10,21,5,7,24,74,67,62,29,11,25,26,17,26,10,63,25,96,55,9,28,30,3,31,5,13,2,1,4,6,22,28,3,9,37,13,16,33,62,14,47,14,28,7,1,34,33,32,17,7,14,17,6,22,15,37,20,34,8,26,23,61,12,26,36,18,4,2,21,21,20,143,18,120,20,0,29,22,36,15,217,46,26,0,99,7,0,34,9,19,80,80,114,3,21,11,24,153,18,0,27,22,55,26,30,31,118,1,12,17,2,21,11,8,30,50,106,18,18,21,27,9,16,17,37,21,4,30,8,17,49,34,29,2,0,43,8,5,19,11,11,26,28,21,21,29,18,29,21,15,20,61,29,34,154,22,37,94,1,17,31,31,43,130,41,0,7,107,26,24,B10G2G4
2,0,0,0,0,0,0,0,1,0,1,1,0,0,5,4,0,1,0,0,12,1,4,1,9,4,4,2,0,1,0,0,0,1,3,0,2,0,0,1,0,0,1,0,7,0,2,0,1,4,1,0,2,0,1,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,0,0,1,0,2,4,2,0,1,1,0,0,0,2,2,1,0,0,0,1,5,0,1,0,1,0,0,0,2,0,4,1,2,5,0,3,7,1,0,6,2,0,0,3,0,0,3,2,0,6,8,5,0,0,0,6,6,3,0,0,0,1,0,3,4,7,0,0,0,0,0,0,0,1,13,2,0,0,0,7,0,0,0,1,1,0,0,0,2,0,0,1,0,0,3,2,0,0,0,0,1,1,0,1,0,1,0,0,1,0,6,0,2,12,4,3,8,0,0,1,1,2,16,2,0,0,6,1,0,H8D4B4
31,0,2,1,3,2,4,7,1,1,4,1,0,0,27,14,3,0,0,6,30,2,27,3,21,7,28,8,3,6,4,2,0,5,23,15,18,6,1,6,0,10,4,1,18,8,20,21,6,11,4,1,7,0,3,0,0,1,1,2,5,0,1,12,3,4,5,6,2,5,5,5,5,0,4,4,3,4,3,4,0,0,4,3,11,6,8,0,8,12,18,6,4,9,8,0,0,2,2,0,41,5,23,3,0,5,8,8,8,42,6,8,0,29,1,0,5,1,8,22,24,18,2,4,1,7,33,0,0,4,5,0,12,7,7,26,1,2,3,0,3,1,1,5,18,11,6,4,4,4,0,9,5,7,2,2,0,2,3,12,2,8,0,0,10,1,2,4,7,0,3,8,0,4,4,4,10,5,7,3,16,5,11,27,4,10,17,0,6,7,7,3,26,8,0,2,35,15,12,A12G3E4
24,1,1,1,5,1,6,5,1,0,8,0,2,1,34,18,8,0,0,4,39,3,30,7,17,6,27,1,2,11,9,3,0,4,16,17,13,3,0,11,6,3,4,0,12,32,18,23,18,2,8,4,4,1,3,3,11,3,3,4,7,0,2,5,6,9,11,8,4,6,8,4,7,0,2,5,11,2,9,9,0,0,6,2,8,4,4,0,3,11,8,11,4,4,2,2,1,2,4,0,37,6,21,7,0,3,9,5,10,44,11,6,0,13,0,0,6,2,3,15,35,29,4,3,2,3,43,2,0,4,6,10,10,6,15,20,2,3,5,1,5,6,3,6,28,18,3,3,1,11,0,8,5,9,6,5,0,6,6,7,10,15,5,15,12,0,3,3,20,0,14,3,4,5,5,0,8,2,1,3,8,4,9,38,7,8,26,3,65,7,5,8,29,12,7,3,26,4,12,D10H5C4
95,4,5,14,18,31,15,49,12,0,34,9,6,83,174,62,40,15,3,47,245,26,159,22,143,62,138,51,24,18,35,15,8,37,116,110,83,31,10,48,37,38,54,7,142,66,132,98,20,25,22,20,49,4,23,7,3,6,9,28,35,11,15,53,23,13,45,46,38,32,15,19,36,1,20,37,41,29,20,24,2,9,22,13,112,24,24,2,36,27,77,35,42,50,53,1,5,28,46,4,216,12,179,44,0,35,43,57,38,305,52,29,1,142,11,0,32,11,18,95,140,165,8,28,10,51,199,9,1,25,31,23,44,39,39,173,10,3,16,4,71,14,15,24,251,145,35,24,31,44,8,54,15,44,25,12,4,17,32,55,32,50,24,1,52,12,15,19,31,19,45,41,36,29,31,50,43,37,37,24,105,30,73,235,24,29,142,4,44,36,48,28,209,34,0,17,180,43,44,A10F6H4
0,0,0,0,1,2,0,1,1,0,0,0,0,0,11,3,0,0,0,0,8,0,6,0,9,1,9,3,0,1,1,1,0,0,10,2,5,3,1,0,2,1,0,0,7,1,3,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3,3,3,1,2,0,2,1,0,0,2,1,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,5,3,0,0,0,1,1,13,0,11,0,0,1,0,2,0,14,0,3,0,7,0,0,0,0,0,5,8,5,0,1,1,4,6,1,0,1,0,0,3,2,3,5,0,0,0,0,4,0,0,1,6,2,2,1,2,1,0,4,0,1,0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,0,2,1,1,2,0,0,0,0,1,2,5,2,1,5,1,2,4,0,1,0,3,0,4,3,0,0,11,4,0,B9C6F4
19,1,6,0,6,8,13,8,3,0,5,8,1,0,38,15,19,3,0,11,56,6,34,8,42,10,31,9,6,9,6,1,2,8,34,19,27,8,3,8,8,6,12,0,15,24,36,26,7,15,7,1,17,2,4,3,5,2,5,5,20,0,3,12,2,6,12,29,7,16,9,18,15,0,8,8,5,10,7,6,0,0,11,5,20,17,36,0,21,12,12,8,12,8,15,1,1,5,8,2,59,10,50,11,0,5,13,8,12,106,14,9,0,35,3,0,19,1,5,25,38,29,8,9,1,6,54,3,0,10,12,5,16,18,6,43,2,4,14,1,3,5,2,12,18,25,4,18,4,11,0,11,9,9,11,2,12,1,13,22,17,12,2,3,9,23,5,6,13,5,10,11,9,16,10,7,10,11,7,9,28,10,16,56,9,10,29,4,6,16,14,18,44,21,0,2,40,22,13,H10H6C4
14,0,2,2,1,2,4,8,0,0,1,1,2,0,11,17,0,3,0,5,22,11,16,5,14,1,11,2,10,3,8,0,1,1,13,8,4,5,2,6,3,5,5,0,7,3,6,4,0,5,0,0,7,2,2,0,3,1,0,4,2,0,0,3,3,2,7,8,1,4,1,1,1,1,1,8,8,2,1,0,1,1,5,3,4,8,5,2,6,3,11,8,1,5,2,0,0,1,5,3,18,2,12,3,0,4,4,1,4,12,9,2,0,9,0,0,3,0,4,5,16,12,1,1,1,5,16,2,0,9,4,5,4,8,3,18,1,2,0,0,3,1,6,4,8,11,2,2,4,8,1,2,3,10,3,1,2,1,4,10,8,4,2,0,6,1,1,1,2,1,9,5,3,3,7,3,6,1,2,5,6,3,6,17,4,3,11,0,6,4,4,4,17,3,0,2,16,1,1,B10C6H4
4,3,1,0,0,8,11,0,4,0,0,4,0,0,15,7,5,0,0,6,21,2,20,2,14,7,7,2,6,1,4,2,0,2,52,10,18,5,2,3,4,10,7,0,8,8,23,11,2,7,6,5,6,1,0,0,0,2,3,3,9,0,1,5,2,2,11,13,6,6,4,4,3,0,6,6,6,3,4,0,0,2,8,2,6,5,7,0,13,3,10,1,6,6,4,0,2,4,2,0,52,1,20,2,0,10,11,12,4,41,5,2,1,21,0,0,3,5,2,8,23,35,0,1,0,4,25,4,0,5,2,1,8,4,7,18,3,2,0,0,13,4,2,4,14,7,4,1,2,3,6,6,5,7,1,1,2,1,2,4,7,3,1,1,8,6,5,2,6,1,6,6,6,2,2,1,19,2,5,4,9,5,15,27,3,7,14,0,3,12,8,1,10,5,0,0,27,9,1,B7H1D4
27,1,1,2,8,1,7,5,1,0,4,0,0,0,18,19,11,4,0,4,37,2,26,3,35,8,19,8,1,6,6,0,2,12,15,17,8,4,1,7,4,6,8,0,11,6,22,9,4,6,0,0,7,4,7,2,0,2,0,6,10,0,1,2,5,6,4,13,1,13,4,6,4,0,3,7,7,2,2,8,1,2,2,1,6,3,12,0,9,4,17,2,5,7,6,0,2,4,7,0,24,8,22,5,0,8,5,13,3,43,4,7,0,29,1,0,6,1,1,19,22,30,4,2,0,3,30,2,0,3,7,1,4,15,12,20,0,1,4,2,4,0,2,4,12,18,4,4,2,7,0,7,3,7,7,2,0,0,6,13,12,3,2,0,8,35,1,2,6,1,5,9,4,6,7,2,13,5,0,4,22,2,5,29,6,3,26,0,2,13,7,8,22,11,0,2,17,15,10,G9E4D4
5,0,0,0,2,2,5,1,0,0,0,0,0,0,8,2,3,0,0,7,17,1,5,2,10,2,8,1,0,0,4,0,0,2,5,4,4,0,0,2,0,2,2,0,5,1,5,3,0,2,1,1,4,0,0,0,0,0,0,1,2,1,1,0,1,3,3,1,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,0,2,0,1,2,0,10,3,9,2,0,3,1,1,1,11,0,1,0,8,0,0,1,0,3,4,3,4,0,1,3,2,7,0,0,2,0,1,1,1,2,7,0,1,2,0,0,0,0,3,2,5,0,1,1,0,1,1,2,0,1,1,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,2,1,0,1,0,2,2,1,0,11,0,2,14,0,0,0,0,1,1,3,0,4,0,0,0,9,2,0,G10E1E4
12,2,1,1,4,2,6,12,1,0,1,2,0,1,36,4,6,4,1,8,41,2,23,2,18,9,15,8,4,1,5,0,0,4,15,12,19,5,0,12,5,4,7,0,18,10,15,15,0,7,5,2,13,0,4,0,0,1,0,4,11,1,2,3,4,3,15,6,2,7,4,6,10,0,3,9,4,2,1,3,0,4,8,0,10,2,5,0,7,2,11,4,2,10,6,0,1,4,2,0,43,3,22,7,0,4,4,10,1,45,7,8,0,18,1,0,5,3,2,14,18,14,2,1,0,9,29,1,0,7,4,2,9,3,5,19,0,2,1,1,6,1,0,5,7,15,3,4,5,9,4,3,4,8,2,2,0,4,5,12,5,7,0,4,16,2,2,12,4,5,7,6,3,8,4,5,4,6,7,7,13,1,3,42,4,3,22,0,6,8,8,7,24,17,0,0,23,6,5,G7G2B4
5,0,0,0,0,1,3,0,0,0,1,1,0,0,3,1,0,0,0,0,10,2,2,3,0,1,2,3,0,0,0,0,1,1,3,0,6,0,2,0,2,1,3,2,3,0,2,1,0,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,3,1,5,0,0,1,1,2,0,1,3,0,0,2,1,0,1,0,0,2,3,2,0,0,0,1,0,0,3,1,0,0,3,0,0,3,0,1,2,0,5,1,0,1,14,3,2,0,6,0,0,1,1,0,0,2,2,0,0,0,2,5,0,0,4,0,1,0,1,4,3,0,0,0,0,0,0,0,2,5,5,0,1,0,0,2,0,0,1,0,0,0,0,0,3,2,2,0,0,2,1,0,0,1,1,3,5,2,2,1,0,3,0,0,1,1,2,1,13,0,2,7,0,0,2,5,1,6,0,0,1,2,2,2,G8C1A4
5,0,0,0,0,1,1,4,0,0,1,2,0,0,4,1,1,0,0,1,4,1,2,0,4,6,3,2,1,1,2,0,0,1,4,2,4,1,0,2,0,1,4,0,1,4,3,0,0,3,1,0,2,0,3,0,0,0,0,1,3,0,0,3,0,2,4,5,0,2,0,1,0,1,1,3,2,0,0,0,0,0,2,2,0,2,0,0,3,4,0,0,0,1,0,0,0,3,1,0,5,2,3,0,0,1,0,2,3,3,5,1,0,4,0,0,0,0,1,1,5,8,1,0,2,0,7,0,0,4,2,0,1,2,2,8,1,0,0,1,0,1,0,2,7,4,1,1,0,0,0,0,2,3,0,0,0,1,1,4,3,3,1,0,3,0,0,0,3,0,4,1,1,1,2,0,4,2,2,1,4,1,2,2,1,1,4,0,2,5,1,1,2,0,0,1,2,1,0,E10A3E4
1,1,2,2,0,3,1,0,0,0,0,3,0,0,1,7,1,0,0,0,5,0,6,2,1,1,3,1,2,1,1,2,0,0,3,5,4,2,1,2,1,2,0,0,0,5,1,11,0,0,1,0,4,0,2,0,0,0,1,1,2,0,0,4,1,1,4,0,0,3,0,0,0,0,1,0,1,0,1,1,0,0,0,3,1,0,1,0,2,0,0,0,1,1,2,0,0,0,5,0,11,2,3,1,0,2,3,3,3,16,2,4,0,3,0,0,1,1,2,3,6,1,0,1,0,0,6,2,0,1,2,20,0,6,2,5,1,0,2,0,4,0,1,2,2,3,0,0,0,3,0,0,4,3,0,0,2,0,0,9,1,0,0,0,4,0,3,1,0,2,2,3,0,0,0,3,3,0,2,0,2,3,4,1,4,0,3,0,0,9,2,2,3,2,0,0,3,0,0,D7C1C4
5,0,0,3,4,5,3,3,4,0,4,1,1,0,19,4,0,2,0,1,15,0,9,6,12,6,5,6,1,6,5,1,0,3,4,1,2,3,3,2,1,2,7,0,4,1,6,6,2,6,2,0,4,0,2,0,0,0,4,0,8,0,0,1,1,2,6,4,3,3,0,2,7,0,0,4,5,3,2,0,0,0,3,0,2,0,2,0,7,8,6,2,8,4,2,0,1,5,5,0,18,1,12,1,0,2,5,0,0,18,8,3,0,9,0,0,3,1,4,6,9,8,1,4,0,1,9,1,0,7,4,2,9,5,0,7,2,1,1,0,2,1,4,2,12,8,6,3,1,5,1,0,4,3,1,0,2,2,9,2,1,1,1,0,5,1,1,2,0,1,2,1,4,1,0,3,2,1,7,5,5,0,5,23,6,1,10,0,4,6,6,1,21,0,0,3,6,2,1,F11A5C4
10,2,1,0,4,0,3,3,2,0,5,1,0,21,25,23,15,1,0,6,49,10,27,1,29,10,12,6,8,2,3,3,0,4,18,4,15,3,1,4,1,4,7,0,12,35,27,19,0,4,2,4,5,3,2,0,1,2,27,5,13,0,3,6,6,4,3,11,0,8,3,7,3,7,4,7,7,2,1,4,0,0,5,4,7,6,0,0,11,10,15,4,4,7,7,1,1,7,6,1,40,6,38,7,0,7,4,11,7,37,4,5,2,28,1,5,11,0,1,22,25,30,1,5,2,13,35,5,0,9,10,28,10,3,6,36,0,5,4,0,6,3,3,6,19,23,4,4,8,10,2,4,3,6,2,1,30,1,3,17,8,8,2,0,1,1,0,1,8,1,8,7,3,12,4,4,6,7,0,4,7,6,8,31,9,6,17,15,2,5,6,11,39,9,0,1,28,13,5,B12H1G4
12,0,1,1,2,6,2,9,2,0,7,1,0,0,28,5,2,0,1,5,31,1,24,2,7,6,11,7,0,1,6,1,1,3,8,5,8,1,0,3,4,3,12,0,7,3,14,13,0,6,1,0,6,0,3,1,0,1,0,1,0,0,2,6,1,8,5,4,1,8,4,3,0,0,3,4,4,2,3,1,0,1,2,2,5,3,4,0,8,3,7,3,5,8,3,0,0,2,6,1,18,2,12,0,0,7,1,7,4,37,10,2,0,7,1,0,4,0,4,11,9,11,1,5,0,5,15,0,0,3,5,4,10,3,4,17,2,1,5,0,0,0,6,0,5,14,3,4,3,3,2,2,4,8,0,3,0,0,5,11,2,5,3,0,10,0,4,2,2,3,6,2,4,1,2,2,3,1,2,5,6,3,9,24,2,6,11,0,3,8,7,7,24,4,0,1,15,5,3,C11E5A4
4,0,3,0,0,2,2,0,0,0,0,0,0,0,6,7,1,10,0,1,7,0,3,1,2,1,4,0,0,3,0,1,3,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,4,1,0,1,1,0,0,0,0,0,4,1,2,2,3,1,5,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1,0,1,4,0,6,2,0,3,0,2,0,0,1,0,0,2,7,0,6,0,0,0,2,1,0,11,20,1,0,0,0,0,3,0,0,1,1,2,0,0,1,0,3,0,2,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,0,0,3,5,2,0,0,0,0,1,0,0,3,1,0,0,0,0,2,1,0,13,0,3,7,0,0,1,2,11,3,5,0,0,7,0,5,C8C3H4
21,6,0,0,2,1,11,7,3,0,15,2,0,0,46,6,10,1,0,13,44,3,42,3,34,9,39,7,8,6,6,0,0,8,21,17,15,9,1,7,7,5,4,0,14,13,24,30,5,8,11,0,7,2,6,0,0,2,0,6,14,0,3,15,2,1,9,9,1,13,7,10,4,1,6,3,5,5,5,6,0,1,4,0,13,9,11,0,18,7,27,2,13,14,11,0,4,9,10,0,45,7,43,10,1,9,8,7,11,80,2,9,0,17,4,1,12,3,3,15,27,26,2,0,5,5,42,4,0,4,10,3,2,8,8,32,0,1,5,0,5,1,0,5,8,23,4,5,1,2,1,13,2,6,4,2,1,1,11,21,11,7,0,0,7,1,0,3,6,1,5,11,7,12,10,1,9,8,4,4,29,7,15,55,10,14,37,0,5,7,9,11,61,9,0,4,42,23,9,F7F1H4
3,1,0,0,0,1,2,2,0,0,1,1,0,0,5,2,1,0,0,1,6,3,3,2,9,3,8,1,0,1,2,0,1,0,5,3,4,2,1,0,2,2,1,0,6,4,5,3,0,2,1,0,1,0,0,0,0,3,0,0,0,0,4,2,0,2,2,3,1,1,0,2,0,0,0,3,2,2,2,0,0,0,0,3,2,2,1,0,1,2,3,0,1,1,0,0,0,0,1,0,6,2,6,0,0,1,0,0,1,10,1,2,0,2,1,1,2,0,1,1,13,4,0,1,0,0,4,0,0,0,1,0,1,0,2,5,1,0,4,0,0,0,0,3,9,4,0,0,0,1,0,2,3,0,0,1,0,0,0,5,1,2,0,0,1,0,1,0,0,0,1,2,0,0,1,0,1,0,3,1,5,0,5,5,2,1,4,0,1,1,3,1,3,0,0,0,1,2,1,A11H3E4
