GHITM_1,EIF2S2_13,MARVELD1_4,EIF2S2_6,ARL5B_38,MARVELD1_10,ARL5B_24,SCAF8_27,MARVELD1_1,NEFH_9,ARL5B_8,MARVELD1_7,GHITM_17,NEFH_22,EIF2S2_5,SCAF8_26,ARL5B_42,EIF2S2_19,NEFH_11,SCAF8_36,EIF2S2_24,SCAF8_5,EIF2S2_22,MARVELD1_13,GHITM_4,SCAF8_9,GHITM_6,SCAF8_2,SCAF8_15,ARL5B_44,SCAF8_7,MARVELD1_23,NEFH_21,NEFH_13,GHITM_16,GHITM_12,SCAF8_35,SCAF8_1,EIF2S2_21,SCAF8_6,SCAF8_13,MARVELD1_17,SCAF8_4,MARVELD1_5,GHITM_15,SCAF8_25,GHITM_5,GHITM_18,ARL5B_49,ARL5B_7,ARL5B_4,NEFH_5,SCAF8_39,NEFH_28,SCAF8_21,NEFH_23,GHITM_19,NEFH_8,NEFH_24,SCAF8_3,ARL5B_37,GHITM_9,EIF2S2_15,SCAF8_32,SCAF8_23,NEFH_31,SCAF8_14,SCAF8_16,MARVELD1_8,ARL5B_6,ARL5B_51,ARL5B_21,ARL5B_41,NEFH_26,ARL5B_30,SCAF8_17,NEFH_17,ARL5B_26,MARVELD1_20,ARL5B_9,NEFH_16,NEFH_4,SCAF8_44,MARVELD1_15,ARL5B_29,ARL5B_14,ARL5B_31,NEFH_12,ARL5B_46,SCAF8_29,GHITM_10,MARVELD1_2,ARL5B_25,SCAF8_22,ARL5B_28,NEFH_20,NEFH_14,ARL5B_47,SCAF8_38,NEFH_6,EIF2S2_20,ARL5B_52,EIF2S2_16,ARL5B_2,NEFH_29,SCAF8_37,ARL5B_15,GHITM_3,ARL5B_53,EIF2S2_23,SCAF8_42,ARL5B_36,NEFH_15,GHITM_11,EIF2S2_7,NEFH_25,ARL5B_27,MARVELD1_22,MARVELD1_12,GHITM_13,GHITM_20,GHITM_8,NEFH_10,MARVELD1_16,EIF2S2_11,SCAF8_41,EIF2S2_10,ARL5B_3,NEFH_18,SCAF8_20,ARL5B_34,EIF2S2_8,SCAF8_11,ARL5B_10,SCAF8_40,EIF2S2_12,EIF2S2_4,ARL5B_39,ARL5B_40,NEFH_7,NEFH_3,MARVELD1_6,MARVELD1_11,ARL5B_35,MARVELD1_27,GHITM_7,MARVELD1_18,ARL5B_22,SCAF8_43,SCAF8_34,MARVELD1_25,ARL5B_23,MARVELD1_24,SCAF8_33,ARL5B_48,EIF2S2_3,NEFH_19,EIF2S2_2,ARL5B_11,ARL5B_13,ARL5B_32,SCAF8_8,EIF2S2_1,NEFH_2,SCAF8_10,NEFH_27,MARVELD1_21,SCAF8_18,ARL5B_33,MARVELD1_3,SCAF8_30,ARL5B_5,ARL5B_50,ARL5B_12,SCAF8_31,MARVELD1_9,SCAF8_19,ARL5B_43,MARVELD1_26,MARVELD1_14,GHITM_14,ARL5B_19,ARL5B_20,EIF2S2_17,ARL5B_16,ARL5B_1,GHITM_2,NEFH_30,MARVELD1_19,SCAF8_12,SCAF8_24,ARL5B_17,EIF2S2_18,ARL5B_45,NEFH_1,EIF2S2_9,EIF2S2_14,ARL5B_18,SCAF8_28,cell
37,3,3,1,10,6,10,28,5,2,15,3,2,0,53,50,10,3,1,10,81,13,41,7,39,26,38,11,7,12,17,1,1,9,30,20,28,14,2,21,8,9,18,0,36,15,38,23,6,10,9,1,22,3,8,3,1,6,1,3,12,2,7,17,7,11,14,19,3,6,9,6,4,0,7,25,20,6,2,13,0,1,15,5,5,11,18,2,14,9,26,6,14,20,12,0,0,7,14,1,75,10,48,8,0,13,12,20,15,96,29,9,3,26,1,0,9,1,13,24,38,48,2,3,0,11,55,4,0,13,19,9,16,19,10,44,5,4,14,1,14,5,6,9,26,32,4,2,13,13,3,8,5,14,11,3,0,2,16,19,9,15,2,0,20,1,2,5,14,6,10,11,8,10,11,11,15,10,8,3,24,18,9,91,22,12,36,0,9,14,17,13,38,18,0,5,45,29,17,F12B2C4
16,1,0,0,3,2,1,13,4,0,5,0,1,0,12,113,4,0,3,2,29,3,19,4,13,4,11,7,12,4,2,0,0,5,12,12,7,6,1,9,4,6,10,1,8,5,24,7,0,6,4,3,11,1,0,0,1,4,0,2,8,0,4,7,1,1,5,4,3,8,7,1,0,0,3,6,52,2,1,6,1,1,5,0,6,3,4,0,8,9,8,1,4,9,5,2,1,1,2,39,28,2,19,4,0,8,2,4,6,31,11,4,0,14,0,0,4,0,2,6,21,12,0,6,0,9,17,0,0,22,1,2,9,7,2,18,1,5,3,0,27,5,1,1,9,21,1,1,2,4,2,2,3,7,2,0,0,3,0,14,2,9,0,0,4,1,0,2,2,1,3,3,2,6,1,0,5,3,2,0,11,3,8,17,8,10,19,0,4,10,3,16,16,3,0,2,10,6,4,H7B4G4
9,0,0,0,7,0,4,4,0,0,1,5,1,0,17,4,4,0,0,8,19,2,18,2,7,6,11,3,7,4,1,0,1,7,10,8,6,3,2,4,7,5,5,0,6,2,11,7,4,2,1,0,3,0,0,0,0,1,0,1,3,0,0,5,4,3,5,2,3,4,0,2,5,0,1,3,3,2,2,4,0,0,5,0,4,11,4,4,3,0,8,3,8,1,0,0,0,4,9,0,24,6,12,2,0,4,1,5,2,30,3,1,2,10,0,0,6,0,0,4,8,8,1,1,0,1,11,3,0,2,6,1,4,3,2,13,0,4,3,0,0,2,0,2,6,8,1,2,3,3,0,2,5,5,2,0,0,1,4,11,4,7,0,0,5,0,0,3,3,2,3,2,2,3,3,3,0,3,5,1,6,2,7,21,3,1,10,1,3,5,5,3,27,4,0,0,14,5,3,E8E5G4
13,1,2,1,0,13,4,17,5,0,2,2,1,1,34,10,4,5,1,6,35,12,38,11,18,13,24,12,7,3,6,1,4,4,15,9,17,3,1,5,8,5,4,0,18,37,21,11,8,3,7,0,16,1,5,0,12,1,3,7,4,0,4,12,6,3,10,9,3,5,3,6,8,0,5,7,4,0,2,7,0,1,8,5,5,3,6,0,5,5,67,17,7,10,12,1,2,6,2,2,34,3,38,8,0,8,10,12,9,100,10,8,0,23,3,0,8,2,8,16,22,15,1,6,3,8,23,10,0,13,3,11,7,8,11,30,3,1,4,10,6,9,2,7,11,15,6,5,2,6,0,4,7,12,8,8,0,1,10,6,12,5,1,4,11,0,1,2,7,6,5,5,6,5,9,6,13,3,8,7,17,10,6,38,5,8,35,0,6,12,8,5,35,11,0,19,24,7,10,B11B3G4
8,0,0,0,0,1,1,6,1,0,2,1,1,0,18,6,1,2,1,7,36,5,34,2,26,8,11,3,3,3,4,1,0,1,8,6,10,3,3,9,2,4,5,1,10,0,9,8,1,0,1,0,6,1,4,0,0,2,0,5,0,0,1,5,0,2,7,5,0,2,2,1,2,0,2,9,6,0,5,2,0,0,4,1,2,10,3,1,2,4,3,3,1,5,3,0,0,0,6,0,28,0,22,0,0,2,3,6,1,33,5,3,0,15,1,0,5,1,2,7,20,23,0,4,1,6,33,5,0,5,6,2,9,1,1,29,0,6,0,0,5,2,0,1,22,8,4,4,2,5,1,3,1,5,1,1,1,4,5,6,1,3,0,0,10,1,0,2,3,0,5,3,2,3,5,0,8,3,3,2,11,3,3,26,0,4,16,0,2,5,3,2,23,5,0,4,30,7,8,D12G1H4
7,0,0,0,4,4,5,8,3,0,4,0,1,0,25,8,6,1,0,3,31,3,18,1,8,3,24,5,5,3,1,0,0,6,10,12,5,5,1,5,12,5,5,2,9,3,17,7,4,2,5,1,9,1,3,0,0,1,3,4,4,0,2,7,4,2,8,10,0,7,4,4,1,2,7,5,3,2,5,4,0,0,2,1,4,3,5,0,7,3,8,2,7,4,3,0,0,3,4,1,26,1,22,1,0,3,5,3,4,33,3,5,0,12,3,0,2,1,4,10,11,18,1,3,0,2,29,3,1,9,7,4,9,4,5,14,0,2,2,0,2,1,3,5,9,14,0,5,6,3,3,2,1,9,5,1,2,0,5,4,6,4,0,0,6,0,2,2,7,2,4,8,3,4,2,5,6,6,4,1,10,3,4,38,4,1,20,0,3,3,7,4,24,10,0,1,15,6,6,C11F5F4
4,0,1,0,0,1,2,3,2,0,0,0,0,0,8,6,1,0,0,0,10,3,10,1,10,0,4,3,1,2,2,1,0,1,2,4,2,0,0,1,2,2,1,0,1,2,5,4,0,0,0,0,4,1,1,0,0,0,0,2,3,1,1,2,1,1,2,2,4,4,0,1,2,1,2,5,4,1,1,3,0,0,2,0,1,2,1,0,4,2,3,2,0,0,1,0,0,0,1,2,8,0,11,0,0,3,0,6,0,10,1,2,0,3,0,0,1,0,0,1,11,8,0,0,0,0,4,1,0,3,3,0,3,1,2,13,0,0,2,0,4,1,1,0,6,4,4,0,0,0,0,2,1,1,0,1,0,0,2,4,2,2,0,0,5,0,1,1,0,0,2,6,1,2,0,3,3,0,2,1,4,0,4,11,1,1,9,0,3,1,1,8,10,0,0,0,7,3,2,H7D4C4
4,1,0,1,3,4,0,3,0,0,4,0,0,1,13,9,3,0,0,2,9,1,6,1,6,0,7,2,1,3,1,0,0,1,8,1,0,0,2,0,2,4,1,0,4,3,5,3,2,0,1,2,3,0,1,0,0,2,0,2,0,0,2,2,4,1,4,0,2,1,0,0,1,0,1,1,1,3,1,1,0,1,2,0,1,0,2,0,1,3,4,1,4,3,2,0,0,3,2,0,16,1,2,0,0,0,0,2,1,13,4,0,0,8,0,0,1,1,2,1,19,13,0,3,0,2,12,0,0,2,1,3,0,1,0,5,0,0,1,0,5,2,0,5,6,9,4,0,1,3,2,3,1,3,1,0,0,0,3,2,2,5,2,0,3,0,2,0,0,3,3,7,0,2,1,2,4,2,5,3,8,0,3,10,0,2,11,0,3,2,3,2,7,0,0,0,6,6,2,D8B3E4
21,0,6,3,6,9,7,13,1,0,6,0,2,0,26,22,4,1,0,7,48,7,28,9,27,9,11,11,6,4,13,1,0,5,20,24,57,4,2,5,10,7,11,0,28,9,19,13,5,4,4,1,13,1,3,0,9,1,0,7,9,0,1,10,6,3,10,7,0,8,2,5,9,0,4,9,8,2,3,11,0,0,4,3,8,5,7,0,8,13,16,18,10,15,8,0,5,5,7,0,39,5,32,9,0,5,7,14,5,58,27,4,0,23,1,0,3,0,3,21,28,31,1,20,4,11,41,1,0,18,10,18,6,7,20,28,3,3,8,1,3,2,11,15,17,21,2,1,6,7,1,8,4,23,3,1,0,5,12,13,9,11,5,0,14,0,2,5,8,4,16,10,9,9,3,6,11,3,2,5,15,5,4,74,2,7,25,0,3,13,28,14,34,6,0,0,46,8,9,F9H3B4
11,1,4,2,2,1,6,4,0,0,3,0,0,0,8,6,2,0,0,4,17,1,13,4,11,3,6,6,2,2,2,4,0,1,1,4,3,2,1,3,5,2,6,2,4,9,6,3,3,2,3,0,6,0,1,0,0,0,1,3,5,0,1,4,3,0,2,4,1,0,0,0,3,0,5,8,2,0,2,5,0,0,4,0,1,0,8,0,1,1,10,2,4,6,0,1,1,3,8,0,14,4,8,0,0,3,3,0,1,14,2,3,1,11,0,0,2,0,1,8,11,8,0,3,2,3,14,1,0,3,3,2,7,4,4,12,0,0,0,1,3,0,1,1,3,7,4,3,1,5,1,2,0,6,0,1,1,0,1,9,7,2,1,1,3,1,2,3,6,1,2,2,5,1,5,3,4,4,3,3,7,3,2,21,3,2,11,1,6,1,9,3,18,3,0,0,23,6,2,H10E1F4
80,3,17,18,34,26,20,49,18,0,41,13,3,1,196,73,36,4,1,48,283,32,180,9,161,60,146,52,55,24,34,7,1,57,114,98,93,44,8,64,57,25,64,4,118,82,156,98,12,24,34,1,61,8,31,1,8,15,0,32,34,3,11,55,22,13,53,57,12,44,29,29,36,3,21,76,23,19,8,34,0,2,31,13,30,34,42,2,43,35,87,28,40,57,27,1,3,32,40,1,266,24,163,31,0,48,35,46,39,352,61,36,0,132,3,1,21,6,19,111,167,182,8,31,4,56,256,9,0,68,19,17,67,51,42,185,11,28,40,0,25,12,15,33,43,114,20,24,25,42,17,37,16,56,24,12,2,8,31,65,22,44,3,4,56,7,11,26,37,15,26,42,41,32,39,25,46,19,33,20,108,29,45,263,30,32,145,0,15,50,60,43,253,42,3,17,190,34,52,F7G2G4
22,3,5,2,9,14,12,16,4,0,12,6,3,2,65,27,10,3,1,12,59,3,59,5,53,21,40,13,14,13,8,4,1,18,36,20,21,11,2,28,11,12,10,2,35,15,38,33,3,9,12,1,13,3,4,0,0,3,1,11,8,0,1,16,10,8,10,20,9,28,5,9,11,0,7,12,6,4,5,10,0,2,4,2,9,5,7,0,16,11,23,14,8,11,9,0,1,7,13,0,51,8,55,10,0,11,12,29,7,80,26,14,1,44,1,0,8,1,6,30,38,48,2,4,1,12,50,6,0,10,13,4,25,9,11,54,1,5,12,1,13,2,2,11,13,41,7,7,15,8,5,9,5,12,1,2,4,1,22,25,12,19,4,0,18,3,3,10,10,5,7,3,9,9,8,6,5,8,7,7,27,5,20,92,9,16,43,5,7,14,20,8,50,17,1,3,42,9,9,E7H2G4
18,0,1,2,5,7,12,14,5,0,6,4,0,2,52,19,5,5,0,9,45,11,46,3,28,11,27,8,6,5,8,2,1,6,23,15,16,10,3,14,16,4,19,0,23,11,26,19,1,11,9,1,20,1,12,0,0,1,1,11,12,0,4,9,6,3,15,12,2,8,2,7,5,0,5,21,38,4,5,9,0,1,9,1,15,4,5,0,17,13,22,5,4,13,8,0,1,7,8,0,58,13,41,4,0,12,6,7,7,69,14,7,0,29,1,0,6,1,1,19,33,33,0,3,2,14,52,4,0,14,4,13,12,11,13,55,1,5,4,0,4,1,1,9,10,23,6,10,11,14,1,14,7,9,7,2,0,3,7,17,8,12,0,0,14,1,0,2,8,2,7,7,7,8,7,12,21,13,9,6,17,16,9,57,17,6,31,1,4,16,16,18,40,6,0,6,41,16,9,G12B3B4
8,1,1,4,2,0,3,6,0,0,1,1,1,0,34,13,5,0,0,5,19,3,21,1,16,8,16,3,8,0,1,2,0,6,19,13,1,3,0,3,6,4,4,3,9,3,8,11,1,0,3,0,8,0,1,1,0,3,2,3,5,0,0,8,7,7,3,6,2,4,0,3,3,0,0,12,2,5,2,0,0,0,2,4,6,1,1,0,4,11,11,5,4,6,7,0,0,14,2,0,22,2,20,4,0,2,5,6,8,28,8,6,0,10,1,0,2,4,1,8,14,12,6,4,0,1,25,6,0,5,0,20,7,5,4,21,1,1,1,1,3,1,5,7,21,11,9,1,4,0,3,4,6,3,1,0,3,1,2,16,3,3,0,0,11,2,1,2,3,1,5,4,2,5,5,10,8,4,5,4,8,2,6,23,1,7,18,2,6,20,6,3,21,4,1,3,23,6,2,A7F4H4
9,1,1,0,2,6,4,6,2,0,3,1,2,0,19,17,5,0,0,4,19,4,21,4,18,2,22,5,2,2,4,0,0,3,8,10,9,6,0,7,3,7,4,0,9,8,16,2,3,3,5,1,15,0,2,0,0,0,0,1,4,1,1,4,1,6,8,2,0,3,0,1,1,0,0,12,6,1,2,1,0,1,7,0,4,5,1,0,6,2,8,0,7,10,1,0,0,1,9,0,27,2,13,3,0,7,4,9,5,33,7,2,0,25,2,0,0,0,4,9,24,15,2,2,0,4,26,1,0,9,6,4,4,2,2,19,1,1,1,0,7,0,2,5,12,13,6,3,4,3,0,0,2,6,0,1,0,0,5,3,2,7,0,0,3,1,2,1,1,0,3,2,1,3,5,4,8,2,7,1,18,2,7,23,2,4,17,0,3,14,5,9,19,11,0,1,14,7,3,A12E1H4
4,0,0,0,0,0,0,2,0,0,1,0,0,0,5,3,4,0,0,1,4,3,4,1,2,3,1,1,0,1,1,0,0,0,0,6,0,0,1,3,4,3,2,0,1,3,2,2,0,2,1,0,0,0,1,0,1,1,0,2,1,0,0,1,1,1,2,3,0,0,1,0,0,0,3,2,4,0,5,1,0,0,0,0,0,3,0,0,1,0,0,1,2,2,1,0,0,0,1,0,2,0,4,0,0,3,1,3,2,15,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,1,8,3,0,1,0,1,5,2,0,4,0,0,0,0,1,0,0,0,3,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,2,2,1,0,4,0,0,2,0,1,5,0,0,0,2,0,0,A12D4E4
7,1,0,0,1,0,1,0,0,0,0,0,0,0,15,3,3,0,1,1,7,1,14,7,8,6,14,7,2,3,1,0,8,3,11,7,6,2,12,1,1,1,6,1,3,4,16,12,1,1,2,0,3,1,2,0,0,1,0,2,3,0,0,2,2,3,5,13,1,7,0,2,2,0,1,3,33,3,0,2,0,0,2,0,3,3,0,1,2,2,3,0,1,2,1,2,0,2,2,0,16,1,13,2,0,2,4,10,2,14,3,1,0,13,0,0,2,0,0,7,7,12,0,2,0,2,11,0,0,2,2,3,3,0,5,7,0,0,1,1,4,1,0,3,16,12,1,2,1,7,0,7,0,3,0,0,0,0,2,14,1,1,2,0,10,0,0,2,2,1,3,2,1,2,3,2,3,0,0,1,4,1,10,16,1,8,11,0,5,7,1,2,13,2,0,0,10,5,2,C9G1G4
8,3,0,1,1,2,0,4,0,0,0,0,2,0,10,9,4,1,0,2,10,2,10,4,10,5,6,2,2,1,1,1,1,5,5,5,6,2,0,6,1,5,2,1,5,3,7,6,1,1,1,0,8,1,0,0,0,1,1,2,4,2,1,3,3,3,3,9,1,4,1,2,2,1,1,2,7,1,4,1,0,0,1,0,2,1,1,1,3,8,1,5,1,5,0,1,0,1,1,0,22,4,8,0,0,3,0,2,3,21,5,3,0,3,0,4,2,2,2,10,9,6,0,3,1,10,23,1,0,5,7,4,5,3,5,13,1,0,4,0,0,0,0,4,6,10,0,0,0,4,3,3,1,5,0,2,1,1,7,6,1,4,0,0,3,2,0,2,0,1,4,3,1,1,2,1,3,1,6,3,1,1,4,26,2,0,10,0,3,7,2,3,8,1,0,0,11,0,2,C11G4C4
18,2,4,2,2,8,5,17,2,0,4,2,0,0,41,16,5,6,0,11,32,5,24,4,17,10,22,6,7,5,8,4,0,4,23,16,62,5,1,11,8,2,3,8,25,9,24,15,4,4,5,1,10,0,3,1,0,2,0,10,7,0,0,3,4,4,6,5,5,15,4,5,8,0,4,15,6,1,1,14,0,0,7,0,14,10,3,0,7,6,9,2,12,13,3,0,0,8,7,0,50,1,34,12,0,10,3,4,12,62,7,4,0,21,4,0,3,0,7,14,24,24,0,5,3,10,42,3,0,15,6,1,6,4,11,28,2,4,9,0,4,5,1,3,14,16,7,2,2,4,1,10,2,8,1,2,0,0,7,11,11,6,4,0,7,2,3,3,3,2,7,13,10,3,6,1,9,10,7,1,14,3,6,53,5,7,14,0,11,9,14,10,48,13,0,0,31,7,10,F10G1G4
17,1,1,4,16,8,13,14,2,1,8,2,2,1,41,20,10,2,0,8,38,7,34,10,27,13,37,18,5,9,5,1,1,6,27,21,82,9,6,13,7,6,19,2,23,5,40,20,13,18,10,5,17,0,7,1,6,2,2,8,10,0,0,15,11,5,13,24,8,15,6,8,10,0,8,12,12,4,6,21,0,1,4,2,12,5,9,0,29,6,28,19,8,14,4,0,12,11,12,0,34,9,34,12,0,5,21,27,11,54,38,12,0,28,1,0,17,2,5,18,24,43,3,37,4,14,41,3,0,15,15,18,15,16,27,30,4,8,8,1,11,4,3,24,36,35,5,10,6,9,6,9,4,9,7,8,1,4,12,15,19,11,4,0,11,4,8,6,11,6,18,9,10,11,5,5,4,18,10,7,19,7,23,96,4,11,20,1,8,10,25,9,41,16,1,3,49,13,8,F9E5H4
5,0,0,0,1,3,1,0,1,0,8,1,0,0,0,4,3,0,0,0,14,2,7,1,2,3,5,1,0,0,2,0,0,0,0,3,0,0,0,3,2,2,3,0,4,2,2,6,0,2,2,0,2,3,0,0,2,0,0,2,2,0,0,3,0,1,0,2,0,5,0,3,2,0,0,0,2,0,2,4,0,0,1,0,0,3,3,0,1,1,6,2,0,0,3,0,0,1,1,0,7,1,2,0,0,0,2,3,4,19,3,4,0,5,0,0,3,1,0,2,6,6,0,0,0,0,2,1,0,1,0,4,1,1,0,6,1,0,2,0,1,0,0,1,2,7,0,2,0,0,0,0,0,2,1,0,0,1,1,5,3,0,0,0,0,0,1,0,3,1,2,2,0,4,0,0,3,0,0,0,2,2,6,15,4,4,4,0,1,2,2,3,4,2,0,0,4,1,1,G12G6G4
12,2,4,1,1,3,3,9,1,0,7,0,3,1,18,9,6,0,0,5,19,10,16,2,27,2,26,7,4,4,8,2,0,4,25,10,3,4,2,5,4,13,3,1,12,6,20,17,2,2,12,1,4,1,2,0,0,2,0,5,3,0,4,6,4,6,7,4,1,8,5,5,0,1,0,5,5,5,3,4,0,0,2,3,6,3,2,0,4,3,8,3,5,5,4,1,0,4,6,1,25,5,19,6,0,8,4,3,5,26,4,4,0,21,1,0,4,1,9,6,29,19,1,2,1,10,34,3,0,6,0,6,4,6,3,22,1,3,4,1,4,2,1,3,14,18,4,2,7,5,3,8,3,8,2,2,0,2,5,12,11,3,0,1,3,0,0,1,1,2,3,12,7,4,4,2,3,3,8,6,6,5,7,26,6,5,12,0,10,4,6,7,23,9,0,1,25,6,9,D8B5E4
26,2,4,2,6,7,5,20,1,0,8,3,1,0,20,43,11,11,0,10,43,11,40,8,22,13,24,7,3,5,8,1,10,3,22,13,20,8,1,14,5,5,15,0,16,17,27,13,2,7,8,2,15,7,6,0,2,3,1,6,9,0,3,7,6,7,6,14,13,12,10,7,7,0,6,13,12,4,2,8,4,0,8,2,8,5,3,1,7,9,13,3,7,16,9,5,3,4,18,6,50,2,27,2,0,15,16,9,7,49,33,7,0,28,4,7,9,7,8,24,20,29,0,5,3,4,43,2,0,13,5,8,13,14,4,31,3,4,11,0,5,2,4,11,32,25,7,2,7,6,4,5,2,8,4,2,2,4,4,12,7,28,0,0,23,3,0,5,6,0,12,7,8,3,6,6,9,1,3,10,17,8,16,66,3,8,33,1,5,9,14,10,27,13,1,1,28,7,14,D9H1H4
35,1,3,3,1,5,7,17,5,0,15,7,2,1,55,14,12,3,0,6,64,9,44,8,44,13,49,16,9,4,7,4,2,17,32,24,28,16,4,18,14,15,16,0,33,22,35,22,3,3,11,2,17,3,5,1,2,4,8,9,13,1,2,11,9,12,9,29,8,9,4,13,6,0,6,20,13,2,4,7,0,0,12,10,10,10,17,0,14,9,31,10,10,11,7,7,3,8,14,0,45,8,48,9,0,14,3,12,7,79,10,9,0,49,0,0,7,3,10,25,48,34,15,8,1,18,61,1,0,13,10,58,23,7,9,43,6,3,5,1,13,6,4,10,130,26,12,2,5,11,2,12,6,15,2,3,35,4,9,11,7,12,1,0,23,6,4,6,7,5,21,11,9,7,15,7,12,8,7,3,14,4,12,60,9,5,39,6,10,15,10,11,43,17,0,1,51,5,9,H8B2E4
35,3,6,9,9,7,7,14,3,0,10,7,2,1,51,29,8,4,0,11,71,10,68,3,51,27,62,13,7,5,11,2,1,14,37,39,21,5,2,13,14,5,19,2,28,15,41,44,7,7,2,1,16,3,2,1,2,2,3,11,6,0,3,12,13,7,16,24,3,10,8,7,5,0,5,26,10,7,5,11,0,1,9,3,16,11,2,0,16,10,37,4,15,14,9,1,0,19,7,0,82,10,73,9,0,12,11,25,8,91,17,17,0,52,1,0,12,3,8,27,63,60,2,4,2,10,53,4,1,11,12,30,24,22,17,64,2,3,8,0,7,4,8,7,29,40,7,3,8,20,3,12,9,18,7,4,10,5,11,30,17,15,2,2,27,2,3,7,12,4,11,8,15,4,6,2,11,13,9,11,36,7,15,78,19,15,66,2,9,22,16,9,78,7,0,1,62,13,13,A7E2F4
33,2,1,0,10,6,13,10,3,0,21,5,0,2,44,11,16,0,0,10,68,5,50,5,66,7,53,12,10,8,8,1,0,6,54,31,14,10,1,20,8,6,13,1,47,7,41,44,5,19,10,2,19,5,3,0,4,3,0,9,20,1,1,4,6,4,12,9,2,16,5,14,17,0,11,12,9,2,5,16,0,1,2,1,22,10,17,0,21,10,32,13,12,10,10,0,0,12,10,1,66,18,65,9,0,17,16,18,15,72,11,14,0,60,1,0,10,1,9,47,74,74,3,7,1,11,63,4,0,12,16,2,12,19,14,45,2,10,15,0,20,0,11,12,16,57,10,11,7,12,13,16,5,7,6,1,1,4,14,18,17,3,2,0,17,2,5,4,14,1,7,14,18,8,9,7,4,14,9,5,39,10,14,68,10,16,71,0,8,5,10,12,52,19,0,3,59,15,10,B9D5F4
16,0,2,2,8,6,7,14,8,1,6,3,1,1,30,50,10,7,2,11,52,8,26,9,20,5,23,3,6,5,13,2,14,3,19,13,11,7,3,12,7,9,9,6,17,5,40,29,4,3,7,2,9,10,3,0,0,5,2,7,11,0,4,4,5,7,9,17,5,11,1,5,7,0,8,15,9,3,7,6,3,1,3,3,10,6,6,0,9,12,23,14,11,16,9,2,5,4,9,4,55,4,28,8,0,10,9,13,8,60,26,14,0,27,1,0,7,1,7,17,19,37,1,4,2,6,29,4,1,2,15,1,7,14,9,31,3,2,4,0,4,3,0,5,30,25,8,11,2,10,2,7,8,10,1,2,5,0,5,17,7,21,0,0,21,1,0,4,9,6,8,3,8,3,6,6,8,11,6,8,15,9,8,83,12,13,25,0,8,11,9,11,54,15,0,4,49,11,20,D9F6C4
1,0,1,1,0,1,2,4,0,1,2,0,0,2,6,4,1,1,3,0,15,2,9,1,6,3,6,0,0,0,6,0,3,0,2,2,6,2,0,7,1,1,4,0,4,2,7,9,1,4,2,0,3,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,3,0,0,2,5,2,1,0,1,0,0,1,1,3,1,3,0,5,0,4,2,4,2,0,0,0,1,5,0,20,2,12,2,0,4,2,5,2,19,18,9,0,9,0,0,1,2,1,3,6,6,0,1,1,3,11,1,0,1,3,2,6,0,3,16,0,0,2,0,3,0,0,0,3,9,2,9,3,1,0,1,1,1,1,0,0,1,2,7,2,8,0,0,6,2,0,2,2,0,3,1,5,0,3,1,5,0,1,2,4,1,8,18,2,4,12,0,1,7,4,1,11,1,0,1,6,1,1,G11G1F4
59,18,14,11,15,18,13,36,9,0,33,8,2,0,153,51,25,10,0,24,152,30,122,22,172,34,106,15,28,11,23,5,5,34,71,75,66,24,19,29,17,20,42,3,86,36,110,85,13,19,22,2,32,4,9,2,2,2,16,24,29,6,7,31,16,13,33,40,16,33,7,16,17,0,13,43,15,9,14,47,0,2,15,27,25,14,21,1,27,31,101,23,16,34,22,7,2,32,25,3,105,26,123,22,0,44,15,40,19,209,40,25,0,102,1,3,26,10,26,85,119,107,13,20,3,33,163,3,0,30,23,145,58,90,42,97,5,17,26,1,23,10,7,29,71,89,27,19,20,24,6,25,16,29,11,8,36,4,27,38,25,28,3,0,35,6,4,10,33,12,30,28,29,34,20,18,30,25,23,15,71,23,41,139,28,24,107,1,12,111,47,24,112,35,2,8,100,32,28,D7F5H4
5,0,1,0,0,0,5,3,0,0,2,0,3,0,10,1,1,0,0,4,11,1,10,3,8,2,7,8,2,1,1,1,1,2,4,3,2,4,0,3,1,4,3,0,3,3,7,2,0,2,0,0,7,1,0,0,0,1,0,1,2,1,1,5,1,4,1,1,0,2,1,1,3,1,1,1,4,1,2,0,0,0,2,0,0,1,2,0,5,3,2,1,1,4,3,0,0,0,1,0,17,2,13,3,0,4,2,2,0,14,4,4,0,10,0,0,1,1,0,4,6,9,1,1,1,0,10,2,0,4,0,3,1,7,5,6,0,0,1,0,3,3,0,2,4,6,6,5,3,3,0,1,2,2,1,1,0,0,0,1,6,1,0,0,5,1,2,0,3,0,0,2,2,2,2,0,4,1,0,1,0,0,4,19,1,2,5,0,3,2,1,4,8,3,0,2,5,0,3,F8A3F4
